recno,T17ID,oldID,RAJ2000,DEJ2000,Prob,Rgc,PA,umag,gmag,rmag,imag,zmag,e_umag,s_umag,e_gmag,s_gmag,e_rmag,s_rmag,e_imag,s_imag,e_zmag,s_zmag
3117,T17-3117," ",204.13449999999997,-44.13900555555555,1.0,179.24,106.18,23.4,21.36,20.44,20.0,19.8,0.05,0.13,0.02,0.07,0.02,0.09,0.01,0.05,0.02,0.05
3139,T17-3139," ",204.21895833333332,-44.07923055555555,1.0,182.67,104.94,21.08,19.67,19.1,18.7,18.69,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.03
3019,T17-3019," ",203.78204166666663,-44.21341944444444,1.0,161.76,109.5,20.57,19.02,18.4,17.99,17.79,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2999,T17-2999," ",203.72541666666663,-44.13504999999999,1.0,156.65,108.74,22.0,19.88,18.93,18.39,18.16,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
3044,T17-3044," ",203.86641666666665,-44.08808333333333,1.0,163.21,107.06,20.33,18.92,18.48,18.07,18.02,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3119,T17-3119," ",204.14316666666664,-44.02945277777777,1.0,177.37,104.65,21.71,19.97,19.3,18.96,18.77,0.02,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
3130,T17-3130," ",204.18116666666663,-43.994452777777774,1.0,178.81,103.99,20.46,18.82,18.21,17.73,17.71,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3064,T17-3064," ",203.93829166666663,-44.06616388888888,1.0,166.69,106.3,23.78,21.86,20.83,20.32,20.06,0.06,0.16,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
3116,T17-3116," ",204.1303333333333,-43.925972222222214,1.0,174.61,103.29,23.42,21.97,21.2,20.73,20.54,0.04,0.14,0.04,0.11,0.03,0.11,0.03,0.07,0.03,0.09
3166,T17-3166," ",204.38549999999998,-44.06854444444444,1.0,191.85,104.02,22.59,20.49,19.79,19.36,19.25,0.02,0.1,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.04
3180,T17-3180," ",204.49649999999997,-44.04628333333333,1.0,197.74,103.27,24.03,22.01,20.94,20.4,20.24,0.08,0.19,0.04,0.13,0.02,0.1,0.02,0.06,0.03,0.07
3168,T17-3168," ",204.38749999999996,-43.923044444444436,1.0,189.28,102.16,22.24,20.75,20.09,19.8,19.57,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05
3185,T17-3185," ",204.5534583333333,-43.890586111111105,1.0,198.32,101.14,23.3,21.77,21.09,20.77,20.57,0.04,0.13,0.03,0.09,0.03,0.11,0.03,0.07,0.03,0.09
3190,T17-3190," ",204.56520833333332,-43.90393611111111,1.0,199.21,101.27,23.14,22.07,21.16,20.64,20.46,0.04,0.12,0.04,0.13,0.03,0.11,0.02,0.07,0.03,0.09
3207,T17-3207," ",204.80179166666665,-43.80197777777777,1.0,211.49,99.34,21.38,19.94,19.36,19.06,18.87,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
3194,T17-3194," ",204.59337499999998,-43.81081388888888,1.0,199.44,100.04,21.94,20.13,19.16,18.62,18.46,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
3157,T17-3157," ",204.3099583333333,-43.94517499999999,1.0,185.22,102.76,23.69,21.77,20.82,20.35,20.19,0.06,0.16,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
3151,T17-3151," ",204.29916666666665,-43.77171388888888,1.0,181.74,100.49,22.79,20.83,20.01,19.52,19.29,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
3134,T17-3134," ",204.19699999999997,-43.768047222222215,1.0,175.76,100.81,21.09,19.48,18.77,18.35,18.26,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3198,T17-3198," ",204.6215833333333,-43.61416666666666,1.0,198.63,97.54,22.77,21.1,20.55,20.12,20.05,0.03,0.1,0.02,0.06,0.02,0.09,0.02,0.05,0.02,0.06
3196,T17-3196," ",204.60845833333332,-43.60983055555555,1.0,197.8,97.51,21.77,19.89,19.19,18.84,18.67,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
3191,T17-3191," ",204.57866666666663,-43.55369999999999,1.0,195.47,96.87,20.83,19.5,18.9,18.5,18.44,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3201,T17-3201," ",204.69524999999996,-43.448133333333324,1.0,201.46,95.34,22.73,21.18,20.41,20.01,19.92,0.03,0.1,0.02,0.06,0.02,0.09,0.01,0.05,0.02,0.06
3204,T17-3204," ",204.7618333333333,-43.482072222222214,1.0,205.69,95.65,23.86,22.08,21.04,20.6,20.49,0.08,0.17,0.05,0.13,0.03,0.11,0.02,0.07,0.03,0.09
3208,T17-3208," ",204.80454166666664,-43.435113888888885,1.0,207.87,95.02,23.25,21.17,20.17,19.59,19.34,0.04,0.13,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
3210,T17-3210," ",204.81549999999996,-43.407797222222214,1.0,208.34,94.68,23.7,21.93,21.03,20.58,20.42,0.07,0.16,0.04,0.11,0.03,0.11,0.02,0.06,0.03,0.08
3025,T17-3025," ",203.80824999999996,-43.89618888888888,1.0,155.75,104.5,22.98,21.06,20.2,19.74,19.61,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3008,T17-3008," ",203.7507083333333,-43.90577499999999,1.0,152.7,104.99,24.11,22.28,21.23,20.74,20.57,0.08,0.19,0.05,0.14,0.03,0.12,0.03,0.07,0.03,0.09
3047,T17-3047," ",203.87074999999996,-43.97430555555555,1.0,160.9,105.34,23.92,22.18,20.77,20.24,20.03,0.07,0.17,0.05,0.13,0.02,0.1,0.02,0.06,0.02,0.06
3059,T17-3059," ",203.89999999999998,-43.86543888888888,1.0,160.35,103.53,21.83,20.03,19.41,18.97,18.86,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
3103,T17-3103," ",204.08824999999996,-43.792227777777775,1.0,169.85,101.58,21.93,20.54,19.8,19.39,19.32,0.02,0.09,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.04
3041,T17-3041," ",203.85674999999998,-43.87419166666666,1.0,158.06,103.89,24.03,22.07,21.19,20.77,20.59,0.08,0.19,0.04,0.13,0.03,0.11,0.03,0.07,0.04,0.09
3030,T17-3030," ",203.83091666666664,-43.87688055555555,1.0,156.65,104.08,23.88,21.75,20.92,20.34,20.13,0.07,0.17,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
3060,T17-3060," ",203.92679166666665,-43.81332222222222,1.0,160.92,102.61,23.11,21.11,20.17,19.61,19.45,0.05,0.12,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3084,T17-3084," ",204.00541666666663,-43.73437777777777,1.0,164.13,101.07,22.11,20.13,19.38,19.0,18.94,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2939,T17-2939," ",203.5000833333333,-43.95774722222222,1.0,139.93,107.56,22.76,20.87,19.68,19.06,18.92,0.03,0.1,0.02,0.06,0.01,0.08,0.01,0.03,0.01,0.03
2957,T17-2957," ",203.5443333333333,-43.92552777777777,1.0,141.61,106.68,21.44,19.93,19.34,19.03,18.97,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
2968,T17-2968," ",203.61374999999998,-43.79885833333333,1.0,142.8,104.05,23.3,22.37,21.26,20.79,20.52,0.05,0.13,0.07,0.14,0.03,0.12,0.03,0.07,0.03,0.09
2994,T17-2994," ",203.70704166666664,-43.76510555555555,1.0,147.48,102.95,22.8,21.1,20.25,19.71,19.46,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2997,T17-2997," ",203.72087499999998,-43.65042222222222,1.0,146.34,100.97,23.22,21.79,20.75,20.16,19.97,0.05,0.13,0.04,0.09,0.02,0.1,0.02,0.05,0.02,0.06
3052,T17-3052," ",203.88524999999998,-43.47022222222222,1.0,153.61,97.4,22.02,20.3,19.55,19.05,18.98,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
3135,T17-3135," ",204.1977083333333,-43.642508333333325,1.0,174.03,99.05,23.11,21.1,20.05,19.46,19.25,0.04,0.12,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
3160,T17-3160," ",204.32724999999996,-43.60398055555555,1.0,181.16,98.14,21.4,19.59,18.78,18.32,18.23,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3158,T17-3158," ",204.30999999999997,-43.57444722222222,1.0,179.81,97.78,22.92,21.19,20.45,20.09,19.92,0.04,0.11,0.02,0.06,0.02,0.09,0.02,0.05,0.02,0.06
3111,T17-3111," ",204.1163333333333,-43.61349444444444,1.0,168.88,98.89,22.6,21.04,20.19,19.77,19.67,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
3125,T17-3125," ",204.1664583333333,-43.55806388888888,1.0,171.17,97.94,23.05,21.27,20.48,19.99,19.78,0.04,0.12,0.02,0.07,0.02,0.09,0.01,0.04,0.02,0.05
3181,T17-3181," ",204.5105833333333,-43.47925833333333,1.0,190.74,96.06,22.51,21.31,20.68,20.37,20.2,0.02,0.1,0.02,0.07,0.02,0.1,0.02,0.06,0.02,0.07
3178,T17-3178," ",204.4804583333333,-43.45691666666666,1.0,188.76,95.82,23.64,22.51,21.59,21.14,20.98,0.06,0.16,0.07,0.15,0.04,0.12,0.04,0.1,0.05,0.11
3192,T17-3192," ",204.58874999999998,-43.42744999999999,1.0,194.97,95.26,21.91,20.69,20.07,19.75,19.65,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.04,0.02,0.05
3195,T17-3195," ",204.60654166666663,-43.38426111111111,1.0,195.72,94.68,23.14,21.63,20.78,20.36,20.19,0.04,0.12,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
3167,T17-3167," ",204.38691666666665,-43.47109444444444,1.0,183.33,96.2,23.35,21.49,20.33,19.75,19.6,0.05,0.13,0.03,0.08,0.01,0.09,0.01,0.04,0.01,0.05
3172,T17-3172," ",204.39662499999997,-43.445677777777775,1.0,183.69,95.83,23.25,21.87,21.27,20.81,20.64,0.04,0.13,0.04,0.11,0.03,0.12,0.03,0.08,0.04,0.09
3173,T17-3173," ",204.40849999999998,-43.42240555555555,1.0,184.2,95.5,21.83,20.46,19.8,19.42,19.32,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
3189,T17-3189," ",204.56199999999998,-43.252063888888884,1.0,192.33,93.04,22.4,20.9,20.24,19.85,19.79,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
3110,T17-3110," ",204.10841666666664,-43.463499999999996,1.0,166.75,96.71,23.63,21.82,20.89,20.34,20.17,0.05,0.16,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
3108,T17-3108," ",204.1047083333333,-43.44859999999999,1.0,166.39,96.49,22.3,20.86,20.12,19.6,19.53,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3079,T17-3079," ",203.98329166666664,-43.38469444444444,1.0,158.62,95.79,21.02,19.68,19.11,18.73,18.64,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.03
3183,T17-3183," ",204.5153333333333,-43.231627777777774,1.0,189.45,92.81,22.87,21.33,20.83,20.36,20.21,0.03,0.11,0.02,0.07,0.02,0.1,0.02,0.06,0.02,0.07
3162,T17-3162," ",204.35491666666664,-43.2381361111111,1.0,179.87,93.05,22.97,21.66,20.93,20.43,20.29,0.03,0.11,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.08
3177,T17-3177," ",204.44704166666665,-43.13380555555555,1.0,185.05,91.56,23.89,21.77,21.01,20.59,20.47,0.08,0.17,0.04,0.09,0.03,0.11,0.02,0.06,0.03,0.09
3175,T17-3175," ",204.43058333333332,-43.13429166666666,1.0,184.06,91.57,23.06,21.76,21.01,20.4,20.28,0.04,0.12,0.04,0.09,0.03,0.11,0.02,0.06,0.03,0.08
3174,T17-3174," ",204.4110833333333,-43.113383333333324,1.0,182.85,91.29,23.51,21.62,20.66,20.09,19.83,0.05,0.14,0.03,0.09,0.02,0.1,0.02,0.05,0.02,0.05
3176,T17-3176," ",204.44616666666664,-43.09154444444444,1.0,184.92,90.98,22.71,21.13,20.45,20.04,19.95,0.03,0.1,0.02,0.06,0.02,0.09,0.02,0.05,0.02,0.06
2907,T17-2907," ",203.42291666666665,-43.78599166666666,1.0,131.77,105.06,22.96,21.16,20.35,19.92,19.83,0.04,0.11,0.02,0.06,0.02,0.09,0.01,0.04,0.02,0.05
2906,T17-2906," ",203.41841666666664,-43.75228055555555,1.0,130.82,104.46,23.45,22.52,21.63,21.17,20.96,0.06,0.14,0.09,0.15,0.05,0.13,0.04,0.1,0.05,0.11
2946,T17-2946," ",203.5200833333333,-43.618113888888885,1.0,134.2,101.38,23.38,21.34,20.46,19.96,19.69,0.05,0.13,0.03,0.07,0.02,0.09,0.01,0.04,0.02,0.05
2972,T17-2972," ",203.6299583333333,-43.55219722222222,1.0,139.61,99.68,23.58,22.53,21.6,21.09,20.85,0.06,0.14,0.09,0.15,0.04,0.12,0.04,0.1,0.05,0.11
3011,T17-3011," ",203.7525833333333,-43.55422777777777,1.0,146.8,99.23,21.9,20.26,19.49,19.07,18.96,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
2983,T17-2983," ",203.66258333333332,-43.527699999999996,1.0,141.19,99.12,20.63,18.62,17.85,17.3,17.14,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2987,T17-2987," ",203.67179166666665,-43.48445277777777,1.0,141.19,98.33,22.88,21.31,20.47,19.82,19.7,0.03,0.11,0.02,0.07,0.01,0.09,0.01,0.04,0.02,0.05
3009,T17-3009," ",203.75154166666664,-43.47704722222222,1.0,145.8,97.93,23.07,21.68,20.91,20.4,20.34,0.03,0.12,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.08
3018,T17-3018," ",203.77649999999997,-43.45334999999999,1.0,147.01,97.45,23.17,21.26,20.28,19.71,19.5,0.04,0.12,0.02,0.07,0.01,0.09,0.01,0.04,0.01,0.05
3034,T17-3034," ",203.84024999999997,-43.38777222222222,1.0,150.15,96.18,22.98,21.49,20.71,20.15,20.02,0.03,0.11,0.03,0.08,0.02,0.1,0.02,0.05,0.02,0.06
3003,T17-3003," ",203.73166666666663,-43.37888888888888,1.0,143.63,96.31,23.26,21.47,20.59,20.13,20.03,0.04,0.13,0.03,0.08,0.02,0.09,0.02,0.05,0.02,0.06
2993,T17-2993," ",203.70154166666663,-43.34790277777777,1.0,141.57,95.84,23.05,21.28,20.35,19.76,19.61,0.04,0.12,0.02,0.07,0.02,0.09,0.01,0.04,0.02,0.05
3023,T17-3023," ",203.7905833333333,-43.28649166666666,1.0,146.41,94.59,22.17,20.88,20.22,19.84,19.7,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
3028,T17-3028," ",203.8275833333333,-43.288799999999995,1.0,148.63,94.56,23.64,21.82,20.85,20.34,20.17,0.06,0.16,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
3040,T17-3040," ",203.8497083333333,-43.24991944444444,1.0,149.72,93.87,23.56,21.66,20.78,20.36,20.24,0.06,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.07
2915,T17-2915," ",203.44762499999996,-43.44261666666666,1.0,127.51,98.4,23.38,21.88,20.82,20.2,20.0,0.04,0.13,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.06
2894,T17-2894," ",203.36337499999996,-43.41029444444444,1.0,122.17,98.09,23.24,21.48,20.87,20.37,20.22,0.03,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2920,T17-2920," ",203.4550833333333,-43.300436111111104,1.0,126.53,95.59,21.71,19.64,18.77,18.16,18.01,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2921,T17-2921," ",203.4610833333333,-43.254327777777775,1.0,126.55,94.67,23.87,21.8,21.08,20.44,20.27,0.06,0.17,0.03,0.11,0.03,0.11,0.02,0.06,0.03,0.08
2978,T17-2978," ",203.64879166666663,-43.28705833333333,1.0,137.96,94.88,22.75,21.17,20.55,19.99,19.96,0.03,0.1,0.02,0.06,0.02,0.09,0.01,0.04,0.02,0.06
3012,T17-3012," ",203.7558333333333,-43.20980833333333,1.0,143.9,93.33,23.46,21.67,20.76,20.34,20.16,0.06,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2959,T17-2959," ",203.55174999999997,-43.270172222222214,1.0,132.06,94.78,23.66,21.58,20.61,20.06,19.81,0.05,0.16,0.03,0.08,0.02,0.1,0.01,0.05,0.02,0.05
3001,T17-3001," ",203.7278333333333,-43.134586111111105,1.0,141.94,92.04,23.58,21.53,20.64,20.19,20.03,0.06,0.14,0.03,0.08,0.02,0.1,0.02,0.05,0.02,0.06
3088,T17-3088," ",204.03949999999998,-43.25366666666666,1.0,161.08,93.65,22.57,21.23,20.57,20.19,20.05,0.02,0.1,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
3114,T17-3114," ",204.1258333333333,-43.273288888888885,1.0,166.35,93.83,24.17,22.87,21.69,21.15,20.92,0.07,0.19,0.1,0.19,0.04,0.13,0.04,0.1,0.05,0.11
3120,T17-3120," ",204.14454166666664,-43.2137111111111,1.0,167.18,92.92,21.21,19.86,19.24,18.82,18.79,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
3102,T17-3102," ",204.07912499999998,-43.24139166666666,1.0,163.39,93.41,23.65,22.12,21.49,20.94,20.87,0.05,0.16,0.05,0.13,0.04,0.12,0.03,0.08,0.05,0.11
3124,T17-3124," ",204.16462499999997,-43.120488888888886,1.0,168.08,91.51,23.88,21.93,21.0,20.41,20.16,0.08,0.17,0.04,0.11,0.03,0.11,0.02,0.06,0.02,0.07
3062,T17-3062," ",203.93266666666665,-43.28124999999999,1.0,154.86,94.25,23.31,21.16,20.24,19.7,19.51,0.05,0.13,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3165,T17-3165," ",204.36229166666664,-43.05378888888888,1.0,179.85,90.48,23.54,21.59,20.73,20.23,20.11,0.06,0.14,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
3171,T17-3171," ",204.39241666666663,-42.94474999999999,1.0,181.7,88.97,22.71,21.13,20.5,19.99,19.88,0.03,0.1,0.02,0.06,0.02,0.09,0.02,0.04,0.02,0.06
3123,T17-3123," ",204.1559583333333,-43.0538361111111,1.0,167.47,90.52,23.24,21.47,20.76,20.21,19.97,0.05,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
3146,T17-3146," ",204.24987499999997,-42.927388888888885,1.0,173.18,88.67,21.24,20.05,19.51,19.22,19.18,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
3159,T17-3159," ",204.31287499999996,-42.931711111111106,1.0,176.95,88.76,22.41,20.81,20.12,19.68,19.58,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3152,T17-3152," ",204.30262499999998,-42.913013888888884,1.0,176.37,88.48,23.22,21.75,20.99,20.58,20.47,0.05,0.13,0.04,0.09,0.03,0.1,0.02,0.06,0.03,0.09
3082,T17-3082," ",203.9965833333333,-43.09824166666666,1.0,157.96,91.26,23.34,21.63,20.86,20.34,20.14,0.05,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
3033,T17-3033," ",203.84016666666665,-42.98676388888888,1.0,148.52,89.45,20.47,18.92,18.33,18.03,17.98,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3089,T17-3089," ",204.04162499999998,-42.92569444444444,1.0,160.69,88.54,21.88,19.88,18.98,18.36,18.2,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
3143,T17-3143," ",204.23387499999998,-42.90914166666666,1.0,172.26,88.39,22.44,21.22,20.47,20.06,19.88,0.02,0.1,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
3131,T17-3131," ",204.18174999999997,-42.89912777777777,1.0,169.15,88.21,23.04,21.43,20.73,20.34,20.21,0.04,0.12,0.03,0.08,0.02,0.1,0.02,0.06,0.03,0.07
3122,T17-3122," ",204.14649999999997,-42.789605555555546,1.0,167.45,86.53,22.54,21.2,20.74,20.26,20.15,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.06,0.02,0.07
3090,T17-3090," ",204.04274999999998,-42.81267777777777,0.29,161.14,86.76,22.38,21.0,20.45,20.12,20.04,0.02,0.09,0.02,0.06,0.02,0.09,0.02,0.05,0.02,0.06
3094,T17-3094," ",204.05433333333332,-42.801449999999996,1.0,161.88,86.6,20.61,19.1,18.4,17.95,17.84,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
3100,T17-3100," ",204.0707083333333,-42.78939722222221,1.0,162.92,86.43,22.54,21.29,20.77,20.44,20.34,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.06,0.03,0.08
3101,T17-3101," ",204.07816666666665,-42.78300555555555,1.0,163.4,86.35,22.6,21.08,20.41,20.04,19.94,0.03,0.1,0.02,0.06,0.02,0.09,0.02,0.05,0.02,0.06
3121,T17-3121," ",204.14499999999998,-42.77743055555555,1.0,167.43,86.35,22.9,20.81,20.06,19.65,19.52,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3206,T17-3206," ",204.79120833333332,-43.27250833333333,1.0,206.13,93.08,23.47,22.26,21.49,21.19,20.95,0.05,0.14,0.06,0.14,0.04,0.12,0.04,0.1,0.05,0.11
3193,T17-3193," ",204.59224999999998,-43.07344166666666,1.0,193.66,90.7,22.25,20.38,19.7,19.24,19.17,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
3186,T17-3186," ",204.5594583333333,-43.07653333333333,1.0,191.69,90.75,22.87,21.2,20.33,19.78,19.59,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
3187,T17-3187," ",204.56066666666663,-43.06609166666666,1.0,191.76,90.62,23.22,21.35,20.49,20.08,19.92,0.04,0.13,0.03,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2871,T17-2871," ",203.29483333333332,-43.31941666666666,1.0,117.18,96.46,20.99,19.28,18.73,18.25,18.16,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2876,T17-2876," ",203.30954166666663,-43.29698333333333,1.0,117.85,95.94,22.72,21.34,20.59,20.17,19.9,0.02,0.1,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2903,T17-2903," ",203.40829166666663,-43.21750555555555,1.0,123.17,94.05,23.78,21.62,20.84,20.4,20.27,0.06,0.16,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.08
2974,T17-2974," ",203.63137499999996,-43.084377777777775,1.0,136.04,91.2,23.84,21.98,20.97,20.41,20.25,0.08,0.17,0.04,0.11,0.03,0.1,0.02,0.06,0.03,0.07
2927,T17-2927," ",203.47716666666665,-42.98736666666666,1.0,126.74,89.37,22.94,21.02,20.25,19.74,19.56,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2931,T17-2931," ",203.48441666666665,-42.9861861111111,1.0,127.18,89.35,21.98,20.63,19.92,19.6,19.5,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.05
2926,T17-2926," ",203.47175,-42.960763888888884,1.0,126.45,88.84,23.2,21.16,20.34,19.92,19.63,0.04,0.12,0.02,0.06,0.02,0.09,0.01,0.04,0.01,0.05
2971,T17-2971," ",203.62649999999996,-42.942991666666664,1.0,135.76,88.59,23.29,21.46,20.64,20.23,19.98,0.04,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
2824,T17-2824," ",203.13937499999997,-43.08508888888888,1.0,106.53,91.56,23.51,21.77,20.7,20.22,20.01,0.04,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.06
2881,T17-2881," ",203.32299999999998,-42.932558333333326,1.0,117.59,88.15,21.35,19.67,18.92,18.53,18.4,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2803,T17-2803," ",203.08637499999998,-43.04514999999999,1.0,103.29,90.63,23.24,21.52,21.02,20.44,20.38,0.03,0.13,0.03,0.08,0.02,0.11,0.02,0.06,0.03,0.08
2807,T17-2807," ",203.09929166666663,-42.966274999999996,1.0,104.1,88.72,23.44,21.44,20.54,20.15,19.97,0.05,0.14,0.03,0.08,0.02,0.09,0.02,0.05,0.02,0.06
2822,T17-2822," ",203.12916666666663,-42.968241666666664,1.0,105.89,88.79,23.09,21.57,20.77,20.26,20.12,0.04,0.12,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2870,T17-2870," ",203.29154166666663,-42.925822222222216,1.0,115.72,87.97,22.98,20.93,20.14,19.66,19.52,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2880,T17-2880," ",203.32262499999996,-42.90186388888888,1.0,117.66,87.49,23.69,21.69,20.76,20.26,19.93,0.06,0.16,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.06
2908,T17-2908," ",203.42787499999997,-42.97299999999999,1.0,123.8,89.06,23.39,21.41,20.52,20.12,19.94,0.05,0.13,0.03,0.08,0.02,0.09,0.02,0.05,0.02,0.06
2947,T17-2947," ",203.5205833333333,-42.903297222222214,1.0,129.52,87.75,21.13,19.32,18.88,18.37,18.26,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2935,T17-2935," ",203.49112499999998,-42.883733333333325,1.0,127.82,87.33,20.75,18.97,18.23,17.84,17.76,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2955,T17-2955," ",203.53929166666663,-42.80424166666666,1.0,131.09,85.85,22.39,20.66,20.01,19.51,19.45,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2952,T17-2952," ",203.5308333333333,-42.80635833333333,1.0,130.57,85.88,21.6,19.89,19.27,18.83,18.76,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2886,T17-2886," ",203.33104166666664,-42.792511111111104,1.0,118.74,85.17,22.86,21.13,20.19,19.77,19.61,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2901,T17-2901," ",203.4024583333333,-42.791261111111105,1.0,123.01,85.31,23.75,21.65,20.7,20.07,19.86,0.06,0.16,0.03,0.09,0.02,0.1,0.02,0.05,0.02,0.06
2943,T17-2943," ",203.51345833333332,-42.77747777777777,1.0,129.72,85.28,20.4,18.81,18.18,17.8,17.75,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2937,T17-2937," ",203.49491666666663,-42.76425833333333,1.0,128.7,84.98,23.35,21.35,20.47,20.03,19.91,0.04,0.13,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2925,T17-2925," ",203.4694583333333,-42.75649166666666,1.0,127.24,84.76,23.74,21.84,20.88,20.37,20.23,0.05,0.16,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
