       id  bayes.stellar.age_m_star  bayes.stellar.age_m_star_err  bayes.stellar.metallicity  bayes.stellar.metallicity_err           bayes.sfh.sfr       bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err             bayes.F0378         bayes.F0378_err             bayes.F0395         bayes.F0395_err             bayes.F0410         bayes.F0410_err             bayes.F0430         bayes.F0430_err             bayes.F0515         bayes.F0515_err             bayes.F0660         bayes.F0660_err             bayes.F0861         bayes.F0861_err      best.chi_square  best.reduced_chi_square  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young              best.F0378              best.F0395              best.F0410              best.F0430              best.F0515              best.F0660              best.F0861 
 T17-1425        10982.524221231339            1074.4865843765085       0.029788118986585833           0.001441380672945156   6.803614949083968e-08   4.702497087750578e-07    1704326.1578740599        166159.85182994406   0.0031401084713157195  0.00012864899367623952   0.0036245876189413846  0.00011312883632241245   0.0074419079142824425   0.0001225629204586158    0.009730136333159067   6.856514437279153e-05    0.020206372324705492  0.00017979295797969293     0.04050747734813261   0.0010105769300766756     0.06089570731575433   0.0018059500299648624    20.92168509621916       3.4869475160365266       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   3201330.0438221595   8.521432138629595e-13   9.386819214742217e-13   8.595625472686895e-13   2.520415899137021e+32   1.378481772557792e+30   1.3784817725571259e+30      6.661241429991657e+17   2.520415899132779e+32  4.2420440684628764e+20     1344342.8578017      1344342.8578014344     2.655619111682527e-07   1856987.1860204616       1856987.1860198753      5.865813026947068e-07  2.9374703043594216e+47  2.9374703043588513e+47    5.700495271867634e+34   0.0030231350232358756    0.003521982657619205    0.007324174255167154    0.009656532660425404     0.02032205976973236     0.04134604590803922     0.06244872734370438 
 T17-1354         4377.324742078279            2023.3866654929056       0.000606444358224534          0.0014267094399653304   9.585758497611345e-05   7.147103465835887e-05     759672.4995092079          300755.563440852    0.027630237681911134   0.0011349710812053936     0.03649618681330913    0.002781134173034151     0.04763619752185941   0.0026503730113942177     0.05066260384677532    0.002229180205331604     0.07382324591107398   0.0012590902307012305     0.09896026781039474   0.0018116272549612011      0.1214627446362283    0.003177970385780413   2.9178069164797136      0.48630115274661895        5000.0                20.0             5000.0               0.0                50.0             5000.0         1906.47974854587               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    772025.1017084314  0.00021499432745676844  0.00021497963599474785  0.00021499416603805528  5.5121046947102294e+32     8.0462398385025e+29     8.04350747444846e+29      2.732364054039173e+26  5.5098352975395546e+32   2.269397170675064e+29  343024.93157172715       342936.5646032558         88.36696847128098     429000.170136704        428873.5427777185          126.6273589854875  1.7823129500746775e+47  1.7817113235138837e+47     6.01626560793766e+43      0.0291334630453741    0.040195413776498205     0.05109048790273239     0.05374107062960147     0.07483645710755779     0.09686806733259865     0.11779657020229164 
 T17-1254         9211.566815991955            2020.2484620073951       0.026849503271855507           0.005424227573118956  1.2559065362461005e-06   3.990246492640591e-06     775743.3691613167        190783.98102993116    0.002090922942421561   0.0002493050863459682    0.002371129151431057  0.00026048499714156014    0.004636336197293221   0.0002777453443159658    0.005897104044663636  0.00021010620577750877    0.011715657471184547   0.0001785934942392687     0.02244037747638241   0.0012237844542643066     0.03329330011813438      0.0022509655412577   2.6931353672509926       0.4488558945418321       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1842963.4330142464   4.905675957626804e-13   5.403867870002857e-13   4.948388080328704e-13   1.450970151316049e+32   7.935737537600173e+29    7.935737537596338e+29      3.834788730279424e+17   1.450970151313607e+32  2.4420887544846864e+20   773920.4313355822       773920.4313354293    1.5288048554348174e-07   1069043.0016786654       1069043.0016783278      3.376871102191987e-07  1.6910628652446376e+47  1.6910628652443094e+47   3.2816998535956873e+34   0.0017403789127085401   0.0020275589085944025    0.004216430403777284    0.005559138339146027    0.011699141458851483    0.023802372659230138     0.03595090770313515 
 T17-1032         8555.648279159926            2256.7662513008727       0.024038569510638187           0.007777046626352498  1.6433257896075872e-06   4.348587140949128e-06     451941.6945710386        153033.74221744807    0.001517983116491789   0.0001855938749966934    0.001713168378813136  0.00019693139879574563   0.0032381950760432317  0.00016501920981853863   0.0040493742393192846  0.00010491018168728627     0.00782544901877388   0.0003845647765363069     0.01458135786789666   0.0014846209700174766    0.021448386950786248    0.002560743099965874     5.86815946515221       0.9780265775253684       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1268182.0453690246  3.3756991909956777e-13   3.718515563315142e-13  3.4050903043296833e-13   9.984431927962001e+31   5.460748532316506e+29   5.4607485323138664e+29     2.6387990821770426e+17   9.984431927945197e+31  1.6804528273085615e+20   532550.9871667917       532550.9871666866    1.0520028958818932e-07    735631.0582022337        735631.0582020014     2.3236962951137847e-07  1.1636560578882468e+47  1.1636560578880208e+47   2.2582069497783874e+34   0.0011975914712675552   0.0013952060891419544    0.002901414774612668    0.003825360451073623    0.008050426220384557     0.01637891512272066    0.024738578556204333 
 T17-1083         4476.421604452782            2135.0454925796384      0.0010034829833623989            0.00217634749851664  0.00010066995556406923   8.076677706856422e-05     804303.9069068906         320107.8070910497    0.027601166309325673   0.0014598689748903059     0.03622651709178347   0.0031711093257707204      0.0476891690678809   0.0028623694794994562     0.05087492771368329   0.0023583787816175692      0.0742696381226642   0.0016359098032018855     0.10007047004705819   0.0021526764418630497     0.12438116556181666    0.005321269519368459   2.1235430733391905       0.3539238455565317        5000.0                20.0             5000.0               0.0                50.0             5000.0         1906.47974854587               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    779850.4222246511  0.00021717353059122002  0.00021715869021513056   0.0002171733675363513   5.567975916850047e+32   8.127797297641227e+29    8.125037238082933e+29     2.7600595582948483e+26   5.565683516851874e+32  2.2923999981735945e+29    346501.865195599      346412.60253105534         89.26266454360326    433348.5570290519        433220.6461630043         127.91086604761679  1.8003786451714812e+47  1.7997709204661339e+47     6.07724705347439e+43     0.02942876262251608     0.04060283834778108    0.051608345990875125     0.05428579527861976     0.07559500661827842     0.09784993135876424     0.11899056754189168 
 T17-0981         8168.611028351459            2165.7687820677183       0.023286486570917024           0.007554085658326855   2.289905192045294e-05  5.0955595998467134e-05     5057345.148812449         1301516.435025125    0.019402229432133978    0.002991210988485889    0.021809479758616718    0.003274999062598606     0.04072431432136473   0.0038115881389793804     0.05055619465471486    0.003383832588551542     0.09644038636644126   0.0018471725997226403     0.17710417014656452    0.005389450075185319     0.25928683683204246     0.01207584848584751   1.9719154917307218       0.3286525819551203       13000.0                20.0            13000.0               0.0                50.0             2000.0        9070.115480593535               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   10238671.339327643  5.0620040152588285e-05   5.169464904775031e-05  5.0716536530698925e-05  1.0886351120640712e+33  4.8656605830746274e+30     4.86562101316394e+30      3.956991068715933e+25   1.088609912961669e+33  2.5199102402189967e+28   4189879.154127931      4189863.3788986183        15.775229313152616    6048792.185199693        6048757.340388853          34.84481083943568   8.668790009071563e+47   8.668756146301214e+47   3.3862770348598364e+42    0.017561561352200224     0.02019540061411069     0.03855675660870877     0.04896638645111676     0.09547485003262289     0.18056874181073182      0.2661597254061944 
 T17-0995         6658.661926892317             2586.488868847749       0.016263215901093437           0.010265894752792923   2.169571709481822e-05   3.149415473836741e-05      704951.660258067        302287.57980124746    0.005337403586231551   0.0013630088962694336    0.006186517987080819    0.001809931294052384    0.010238343129487659   0.0019763958903741656    0.012064188048171737   0.0018020860361818941     0.02078272310434407    0.001201544209503807    0.034643303003031575   0.0012494272843671984     0.04932751577523176   0.0031194910891841365     9.20269416809986       1.5337823613499768       12000.0                20.0            12000.0               0.0                50.0             2000.0        8111.300906181919               1.0                      0.02                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1638594.3261818038  1.2405381308084964e-05  1.2664664184890122e-05  1.2428670498071978e-05  2.1017302111403213e+32   8.110009152617438e+29    8.109915144742208e+29      9.400787523126141e+24  2.1016592881324594e+32   7.092300786171115e+27   783189.4755488426       783184.7017100075         4.773838834977257    855404.8506329661        855397.2190904929          7.631542473107706  1.6235402473532328e+47   1.623521703067179e+47    1.854428605394424e+42   0.0044688698041852005      0.0050784559424847    0.009088620154288653    0.011034864895940414    0.020113889644978435     0.03547069575241478     0.05142183817908581 
 T17-1026          6211.70396996473             2627.318111212603       0.011455939310173491           0.010787332006754717  3.2797239914668675e-05   4.362427244981606e-05     646062.9561245277        259569.05094817723    0.007792694780252861     0.00196976439465485    0.009274151299690104    0.002740199864031576    0.014099095828611753   0.0027013796988236707     0.01608032403751849    0.002407885561874955    0.026142946806852956   0.0019875460593499223    0.040597169125851304   0.0009659577284177503     0.05552776686679007    0.003928740496099803    3.978223275610068        0.663037212601678       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.081079763588               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1577183.0584183647   4.198210811923078e-13   4.624556679651688e-13   4.234763266034632e-13   2.080565235231034e+32   8.748465777141895e+29     8.74846577713656e+29     5.3355083594397875e+17  2.0805652352266024e+32    4.43146935604219e+20   803782.5770619754        803782.577061803    1.7255486079166237e-07    773400.4813563898        773400.4813561426     2.4726622040064544e-07   1.915094597382495e+47    1.91509459738132e+47   1.1748008248135616e+35    0.010324779115827307    0.011904499710720415     0.01629218449310664    0.018162378899377635     0.02860017408679336     0.04119176880453928     0.05045098770730825 
 T17-1152         9176.506363710247             1972.150018894299        0.02696658857574536           0.005256906337381282   3.464236905311417e-06   1.032412567775363e-05     2589149.806523176         544706.4269815981    0.007027090457213442   0.0009842718878785054    0.007959406133381646   0.0010279004904516433    0.015576289792738545   0.0012990645432017773    0.019812049562887114     0.00118146777724773     0.03936823931418612   0.0007861819640976903     0.07537792508826373    0.001640955532226225     0.11182096439849307    0.003814836048371154    5.875414997555275       0.9792358329258791       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    5987302.382304038   1.593724803311578e-12  1.7555742231307879e-12  1.6076008460710428e-12   4.713819540856552e+32  2.5781119371697167e+30   2.5781119371684703e+30     1.2458217721055124e+18  4.7138195408486186e+32   7.933702620246745e+20   2514263.473296749      2514263.4732962525     4.966683977040203e-07   3473038.9090072927        3473038.909006196     1.0970564056075579e-06   5.493817479137604e+47   5.493817479136537e+47   1.0661377756857742e+35    0.005654032317466498    0.006587004422455733    0.013698070916179573    0.018060175055719312    0.038007426665503434     0.07732763438176989     0.11679502234340304 
 T17-0901         8464.123280306338            2364.9169655598002       0.023301078109726134           0.008609348317271063   1.988793455506562e-06  5.0687989374726236e-06    413726.89322005736        157217.15833377608    0.001458684262523074  0.00022667708589307173    0.001651584326729674   0.0002583958830880518   0.0030773895076165727  0.00021204456700181523    0.003828145791560836  0.00011966615577951769     0.00733033815605136  0.00032549173513754493    0.013554391854040556   0.0015029282569562047    0.019891239342444952   0.0026303534262580182    9.536640449631566       1.5894400749385944       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1198569.3376624037  3.1904012190315033e-13  3.5143998072556447e-13  3.2181790032782826e-13    9.43636917628062e+31  5.1609985927651276e+29    5.160998592762633e+29     2.4939508327676784e+17   9.436369176264736e+31  1.5882098627362665e+20   503318.3416299069       503318.3416298075      9.94256635898978e-08    695250.9960324976         695250.996032278     2.1961445831325257e-07  1.0997809625700177e+47   1.099780962569804e+47   2.1342500613253264e+34    0.001131853602366382    0.001318620811792696   0.0027421510952550165    0.003615379794175451    0.007608524389776101    0.015479848119562035    0.023380635156517407 
 T17-0876        5344.8817106871065            2699.0701733966116       0.005619282969685387           0.006248637944621486    0.000325425006852607  0.00032047568603923966     3158802.415657938         900929.4799851266     0.06532370585011141    0.004870444409510615     0.08010074066019926    0.006685095004120464     0.11503697843396304     0.00502520712512384     0.12725160164653204    0.003742843047812803     0.19294199907795268   0.0029765980687797545      0.2775046188914735    0.010767845511487495      0.3750645865093295    0.027234444137338405   1.9837724068522014       0.3306287344753669        5000.0                20.0             5000.0               0.0                50.0             1000.0        3136.121392617514               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    4256871.769333111   0.0001495772490240464  0.00015565000017887985   0.0001501169809267658  1.6303480292438006e+33  3.1921810580542134e+30    3.192008015723956e+30      1.730423302583439e+26   1.630220846716316e+33  1.2718252748449462e+29  1951721.4717238797      1951661.9983138952        59.473409984451095   2305150.2976092324        2305060.193770193          90.10383903959529   6.645864992198353e+47   6.645520193560415e+47     3.44798637938686e+43     0.06502485310319367     0.08043675995915318      0.1163677849507196     0.12794515968540046      0.1904502371936416     0.27280112216022645      0.3877389476334485 
 T17-0939         4662.338151529736             2319.338545903116       0.005502707145162683           0.007379322812732326  4.4756025169787766e-05   3.837886208004325e-05     367531.6163919892        153680.73275602807    0.008633262459464094   0.0014364910237498396    0.010927167339979978    0.002290874527547832    0.015319713534578493   0.0022167193056683364    0.016759276739465662    0.001931970767615206     0.02509550465653027   0.0016126703408664614     0.03555150148018053   0.0005360504718274383    0.047302090553482966    0.003055457662915228   3.2429075305075186       0.5404845884179198        5000.0                20.0             5000.0               0.0                50.0             5000.0         1901.86871473124               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   378266.59288301534  0.00010534006155535728  0.00010533286322816466  0.00010533998246556275    2.17708146996677e+32  3.9040462288960744e+29     3.90282757500051e+29     1.2186538955644241e+26  2.1761857846027593e+32   8.956853640107245e+28  164455.54999230904        164413.665730434         41.88426187502561   213811.04289070627       213747.58709102598          63.45579968033165   8.000917242327783e+46   7.998488991375071e+46   2.4282509527117633e+43    0.009671925315168297    0.012925632748517109    0.017973542834274728    0.019214110169194838    0.026115642684658668      0.0342320721709565    0.049209628651101484 
 T17-1885         5511.554035194415            2802.3209466892517       0.007507516711358576           0.008578823672058465   0.0002860442875051262   0.0003088296602932076     2811438.738496322         753507.9620264063     0.05304260191537988   0.0051202665980505475     0.06438377242898527    0.006891533634094519      0.0933319079979926    0.005018202680061963     0.10406316705623131   0.0036893467874046775     0.15995296502739903    0.002923915834352005      0.2329821524850892    0.009051674121330951     0.31261571847412317    0.023620981603372324   3.9119408349499296       0.6519901391583216       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.081079763588               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    9044883.805695595  2.4076044174440174e-12   2.652106716277412e-12  2.4285666449094563e-12  1.1931697276602767e+33   5.017100330237194e+30   5.0171003302341345e+30      3.059825737910581e+18  1.1931697276577354e+33   2.541374331911577e+21   4609560.048063651       4609560.048062662       9.8957356765784e-07    4435323.757631947        4435323.757630529     1.4180308497861772e-06  1.0982750555037511e+48  1.0982750555030774e+48    6.737288292920128e+35     0.05921089940934349     0.06827033556674249     0.09343298160258078     0.10415823699287545     0.16401726486786355       0.236227976581083     0.28932806452587145 
 T17-1812         5881.118687209373            2605.9885719793206       0.010773140759037252           0.010521698962062006  2.9354079502773604e-05  3.5559042596251473e-05    490179.74845088046        217612.90135297555    0.006477216945199873   0.0016609743917740752     0.00781130107511112   0.0023758752738027894    0.011715509261608793    0.002376871477340943    0.013265876949418332   0.0021206466467454986    0.021257325596865766   0.0017464189451086942     0.03256132232012628   0.0006920746941596278     0.04445850642206181    0.003067691344259761    1.175151656279449      0.19585860937990818       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.081079763588               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1270390.9612507941  3.3815789742510044e-13   3.724992463153306e-13    3.41102128094267e-13   1.675855732168928e+32   7.046722819377932e+29    7.046722819373634e+29      4.297650521498547e+17  1.6758557321653587e+32   3.569464295806897e+20   647431.5807921523       647431.5807920134     1.389896589996648e-07    622959.3804586421         622959.380458443     1.9916823842543566e-07  1.5425722800337058e+47  1.5425722800327594e+47    9.462797239337556e+34     0.00831641323792275    0.009588848136549203     0.01312304479090011    0.014629450820832396    0.023036896355263566     0.03317918645391518     0.04063731120331252 
 T17-1853         5450.906140604225            2433.1694905645486       0.008769470268574251           0.008776691279444948  0.00012219082292276486  0.00013074525433271505    1486548.1426678188        451284.78856480774    0.024031870953523132    0.003339605879732039    0.028865772804759313    0.004898536370274252     0.04308191005058228    0.004485068005155932    0.048511443083853086    0.003785090345308037     0.07614645437653149    0.002382173071836518     0.11418541942517708    0.003920146921679751      0.1564593902766963     0.01041475999143838    1.697285818241601       0.2828809697069335        5000.0                20.0             5000.0               0.0                50.0              500.0        3992.271258331438               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    2283044.753069483   2.077775425614306e-06   2.274308147557047e-06   2.094700168251935e-06   6.563689228216417e+32   1.320163743725974e+30   1.3201613399974409e+30     2.4037285332344934e+24   6.563671561309726e+32   1.766690669196065e+27  1073422.5871169018      1073421.7609726149        0.8261442869785043   1209622.1659525817        1209620.914321443         1.2516311386358014  2.9338366882356855e+47  2.9338318986427405e+47    4.789592945242053e+41    0.024204489531245314     0.02805845924632026    0.042111637995879476     0.04743803952116945      0.0755024397977483     0.11452732353257075      0.1611491506523624 
 T17-1478         5661.673135879238            2556.9821023036698       0.010781339453354532           0.010123101452123993  1.9419206135537193e-05  2.1771493733782844e-05    301371.01595430163         146907.0677561172    0.003966993214568167   0.0009024625438745697     0.00479016546607068   0.0013163601856864102   0.0072363119209982295    0.001302563641286801    0.008200485253253714   0.0011352634418025428    0.013113429482005952   0.0007372719882813716    0.020131319532264873   0.0008876561542030249    0.027755648041238208    0.002497194007453157   1.4287766882504982       0.2381294480417497        9000.0                20.0             9000.0               0.0                50.0             5000.0       3868.1528715559634               1.0                     0.008                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    363330.8753766899   4.025605542587101e-05   4.043285457016136e-05   4.027215305170884e-05  1.1806768325004002e+32   2.440559003343989e+29   2.4401911154836356e+29     3.6788786035339997e+25  1.1803876139326867e+32  2.8921856771330414e+28  165188.92624633323       165173.1692211184        15.757025214794432    198141.9491303564       198117.45010014533         24.499030211076576   5.581077834852864e+46   5.580057292066254e+46   1.0205427866103704e+43    0.004375325327445105    0.005461875169882042    0.008158454451746013    0.009061661748000983    0.013536235218517427    0.019603096754942564    0.027811781831189146 
 T17-1592         5838.753341138591            2627.7379539498793       0.010177603674817993           0.010044315329373827     8.0558188715404e-05   9.588782582792984e-05    1133616.2603611252         351769.5366607819    0.016247159307640556    0.002804192560808315    0.019333632972892527   0.0039373445482110735     0.02911350072937756    0.003651787203516641     0.03302029413170059   0.0031646185417059545     0.05266639598451579    0.002311545117279944     0.08011532499771962    0.002360739509119343     0.10921453635397352    0.007481119648107756    3.880616802039146       0.6467694670065244       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.081079763588               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825     3079830.58597456   8.198019878488972e-13   9.030563086853902e-13   8.269397367338039e-13  4.0628057810903514e+32  1.7083490934662436e+30   1.7083490934652015e+30     1.0418867834913503e+18   4.062805781081698e+32   8.653513484499655e+20   1569579.480387919      1569579.4803875822    3.3695501304565374e-07   1510251.1055866422       1510251.1055861593      4.828469748032435e-07   3.739684423169027e+47  3.7396844231667324e+47    2.294082157030871e+35     0.02016162318294533      0.0232464089213394     0.03181442245805574     0.03546642842109727     0.05584874276105626     0.08043687051890767     0.09851773020527727 
 T17-1776          8322.06762369287            2222.0561846154874       0.024872093325344652           0.006805465301766725   5.650433427029998e-06   1.375000651289994e-05    1191556.6643146994        321159.03502677777    0.004158196912903122   0.0006839678630776226    0.004695296363470664   0.0007653046295864179    0.008858795726761244   0.0008980538440399418    0.011073360894875706   0.0008172619234058439     0.02131874989070006  0.00045798444824685964    0.039573483878635234    0.001353975070547546     0.05813038601053854    0.002968875030345229    8.407502738103716       1.4012504563506194       10000.0                20.0            10000.0               0.0                50.0              500.0        8996.839786289756               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    2573041.110583978  2.1254084328205341e-10   2.338476724004116e-10  2.1436901010250126e-10  2.4769225222247973e+32   1.311208828762278e+30   1.3112088285961338e+30      1.661441231712329e+20  2.4769225211667504e+32  1.0580470616711711e+23  1058181.2416983698      1058181.2416321337     6.623622840041914e-05   1514859.8688856086        1514859.868739304      0.0001463046148816343   2.541232383904794e+47   2.541232383762612e+47    1.421812733467301e+37    0.003460138067258044    0.003938868985953975     0.00793779449975088    0.010254662161941737    0.020856516396586817     0.04079598702563803    0.060845060323675454 
 T17-1862         6741.321752350316            2581.2722348642233        0.01500977180871542           0.010464497971377345    1.49090370609777e-05   2.264281465463215e-05     525208.1983861113        229420.17354914985     0.00416886905219572   0.0010910162932937083    0.004840859726863168   0.0014568258830743057    0.007909537728913486   0.0015294160987620751    0.009271849418921382   0.0013670739726179435    0.015886336965645783   0.0009009636448491267    0.026279103392175752   0.0010868808334851979     0.03724627068844995    0.002765208934349565    8.740926075622719       1.4568210126037864       12000.0                20.0            12000.0               0.0                50.0             1000.0        9987.127559795514               1.0                     0.008                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1303076.6828507402   9.617236175224606e-08  1.0067072158669881e-07   9.657021420499435e-08  1.5370402070887305e+32   6.720156708809072e+29    6.720155829919075e+29      8.788899959490117e+22   1.537039516140936e+32    6.90947794694133e+25   644114.9042294475       644114.8665856615       0.03764378583706416    658961.7786212952        658961.7200927193        0.05852857591518191   1.500062498514371e+47  1.5000622547050634e+47    2.438093077407228e+40    0.003662336858964913    0.003989094100525017    0.007086533586681334    0.008435815328413915    0.015508824635142299     0.02705360584702663    0.038849830477177244 
 T17-1778        6332.2350265705345            2647.6814866490536       0.013745901185860276           0.010694120948727251  1.3969970183673704e-05   1.875457173461326e-05     348558.1807408207         170290.7929683001   0.0032797498591417276   0.0008624959521813063   0.0038756195520697387   0.0012059663505908853    0.006129926220101523   0.0012221993274050165   0.0070933287985446986    0.001074516797553333    0.011839020333518241   0.0006647387398762031    0.019062644320090773   0.0009474758198745135    0.026731705270575168   0.0024489343805522124   4.0231885259520075       0.6705314209920012       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.259463115717               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    926981.3510575856   2.467477132529985e-13   2.718059756008845e-13   2.488960652224127e-13  1.0730133252412178e+32   4.564838856005546e+29   4.5648388560026916e+29     2.8545650869907552e+17  1.0730133252391198e+32  2.0980461953469025e+20  465923.66841651784      465923.66841641976     9.810935826652474e-08    461057.6826410682        461057.6826409195      1.486383549864737e-07    9.87626424386742e+46    9.87626424386173e+46    5.687915508490329e+34   0.0030814258586863907    0.003312582259310569    0.005612272210671606   0.0065594920243588805    0.011702363680601225    0.019624407831226237    0.027399481438289245 
 T17-0496         7121.769783857414            2414.0835006271855       0.016769411735845917           0.009818124028536993   8.581257046632907e-05  0.00014033059026680547     4435404.342153067        1038986.8924823429     0.02988981186362782     0.00362419202493475    0.033616841047864526    0.004240774977329688    0.057958113974738545    0.004533414018460063     0.06932321394860975    0.004125750840706949     0.12337083168312986   0.0019536053978762347      0.2108364988160205   0.0063601043848132924     0.30079918180207277    0.013720996622149402    5.300649390548626       0.8834415650914377        6000.0                20.0             6000.0               0.0                50.0             1000.0        4056.586361472402               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    6470172.062985707   9.800926215044041e-05  0.00010216129927840554   9.837771729641015e-05   1.267845102586918e+33   3.164105015535514e+30   3.1640284012590705e+30      7.661427644302281e+25  1.2677963127118834e+33   4.878987503461604e+28     2468119.1598428      2468088.6162363435        30.543606456563253   4002052.9031429137         4001985.43748722          67.46565569387717   3.431208886182331e+47  3.4311433219289992e+47     6.55642533319136e+42    0.027949384692553973     0.03201547225994818     0.05621502950037724     0.06901091456927479     0.12371529424835415     0.21401853558349326      0.3052264998242088 
 T17-0404         5112.609568973374            2456.0694938098604       0.006870510943197669            0.00851553735977929   6.442495057749055e-05   6.310632049178256e-05     658956.3156373342        265295.47638027964    0.013084769385336072   0.0024209844014019544    0.016266957614548473    0.003721511859036419    0.023229883110582415   0.0035947712409455665    0.025670650508974595   0.0031283008372425974     0.03920106143998522    0.002615900899951896     0.05675505660263501   0.0010694943973878223     0.07594610148534309    0.004846067604299297     1.57556888877225        0.262594814795375        7000.0                20.0             7000.0               0.0                50.0             5000.0        2831.696287104267               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    732781.8011142106  0.00012397776093524295  0.00012432477809658045  0.00012400959920486285  3.3870096038444326e+32   6.361479005169929e+29    6.360044736202394e+29     1.4342689675351235e+26  3.3859554458698416e+32  1.0541579745912942e+29   328942.3275761398       328893.0327786144         49.29479752546196    403839.4735380714       403764.79057466163          74.68296340978098  1.4050369274025084e+47  1.4047511395344733e+47    2.857878680352494e+43    0.014480532559125639     0.01888225259282373     0.02661381217574639    0.028715520227920278     0.04025748300594339     0.05450892209445816      0.0779694487083463 
 T17-0410         9701.827023079584            1812.9543241244849       0.028023452775048564           0.004352219803599965   1.991214335402111e-06   7.199624542355091e-06     2885029.649254719         541667.9092797514    0.006867719097282651   0.0008399766303922252    0.007817497795139329   0.0008543834740964375    0.015553791662718447   0.0010788930667210417    0.019964267750914654    0.000948679376403563    0.040270058280358394   0.0005090965302486813     0.07830874796199026   0.0019245897819124705      0.1167031622314828    0.004104710707907841    12.78370472244585        2.130617453740975       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    6222960.806549392  1.6564533330980782e-12  1.8246730974905553e-12   1.670875532734657e-12  4.8993540627905746e+32  2.6795856490098314e+30    2.679585649008536e+30     1.2948569430320156e+18   4.899354062782329e+32   8.245970773504624e+20   2613224.128767561       2613224.128767045     5.162171167266852e-07   3609736.6777818347        3609736.677780695     1.1402362163713932e-06   5.710052485749536e+47   5.710052485748427e+47   1.1081006384583526e+35    0.005876573332014977    0.006846266938957488    0.014237222874973036      0.0187710181238438      0.0395033875683778      0.0803712268555504     0.12139203935836053 
