       id  bayes.stellar.age_m_star  bayes.stellar.age_m_star_err  bayes.stellar.metallicity  bayes.stellar.metallicity_err           bayes.sfh.sfr       bayes.sfh.sfr_err  bayes.stellar.m_star  bayes.stellar.m_star_err             bayes.F0378         bayes.F0378_err             bayes.F0395         bayes.F0395_err             bayes.F0410         bayes.F0410_err             bayes.F0430         bayes.F0430_err             bayes.F0515         bayes.F0515_err             bayes.F0660         bayes.F0660_err             bayes.F0861         bayes.F0861_err      best.chi_square  best.reduced_chi_square  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young              best.F0378              best.F0395              best.F0410              best.F0430              best.F0515              best.F0660              best.F0861 
 T17-2118         5851.763064885325             2591.691770921596        0.01121834365030637           0.010368129007259296   3.693687559684153e-05    4.36869401266659e-05     650855.4705502077         315470.6201148362    0.008072548921366919    0.002136271456433575    0.009730488889947209    0.003064104179099125    0.014751386898987437   0.0031252033308690904    0.016753153417259713   0.0027919978074888952    0.026977004217314797   0.0021519571440021513     0.04171113121758055   0.0010545031934405928      0.0575569962935006   0.0042113230570449064   1.3463575750840366      0.22439292918067277        6000.0                20.0             6000.0               0.0                50.0             1000.0       4055.0990490557483               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    789160.8487132002  1.1954098244599797e-05   1.246051833851638e-05  1.1999038374920232e-05  2.4012678715063957e+32   4.838322508431587e+29   4.8381842143374054e+29      1.382940941807386e+25  2.4011662282124814e+32  1.0164329391442056e+28   369572.5365786429       369567.7835096399         4.753069003035327    419588.3121345571       419581.11110531556           7.20102924156447  1.2420871453442068e+47   1.242059589303302e+47    2.755604090472759e+42    0.009140333768201454      0.0109238941862509    0.016150123666123273     0.01799140107019686    0.027803100975991157     0.04117970673518123     0.05814206022226488 
 T17-2225        6830.8109266954525             2513.406206597732       0.016459333768143757            0.01010864128875404   2.822045697333746e-05   4.402400960946816e-05     1044842.574354935         375338.4486361648    0.007592741864839468   0.0014390727669912654    0.008662870544947493   0.0018109060620318496      0.0145960276792678   0.0019505888502666922     0.01731879307929883    0.001770408864861302    0.030245954763487765   0.0010227904737285065    0.050924210712503123   0.0022144299330143255     0.07249170647142103   0.0047030941595458085    3.667159815594596       0.6111933025990993       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.259463115717               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825     2438345.07019493    6.49048731677176e-13   7.149623451429808e-13   6.546997875778026e-13  2.8224696741421917e+32  1.2007417741550587e+30   1.2007417741543078e+30      7.508689036163876e+17   2.822469674136673e+32    5.51873086942776e+20  1225572.3145610273      1225572.3145607694    2.5806826620216203e-07   1212772.7556339037       1212772.7556335125       3.90980465475014e-07  2.5978667427885053e+47  2.5978667427870093e+47   1.4961574711281446e+35    0.008105426870914886    0.008713463989744642    0.014762601493406956     0.01725418210660944    0.030782065634510903    0.051620324439291425     0.07207198981374088 
 T17-2184         5868.876748053761             2599.001769657352       0.012689004937072968           0.010397735787028845  1.6022292115088666e-05  1.8828301576075578e-05     307378.6700078042         166992.4471315125    0.003268515335189775   0.0006556073276526643     0.00389807488085027    0.000970113104653732    0.006085059816632189   0.0009136207834927635   0.0069927797909784505   0.0007541715424577601    0.011472445758290312  0.00031298493678477945    0.018171446733044466    0.001765350770204174     0.02542648389603469     0.00344901883877009   10.885891737226952       1.8143152895378254       13000.0                20.0            13000.0               0.0                50.0             5000.0        6268.356747154867               1.0                     0.008                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    462706.2068663835  2.4396753584212154e-05  2.4545747351897442e-05  2.4410268189956627e-05  1.0584673505424791e+32   2.749049322117018e+29   2.7488263675979842e+29     2.2295451903359847e+25  1.0582920727102665e+32  1.7527783221268234e+28  218556.82054996464      218547.27117267673         9.549377287932323   244149.38631641827       244134.53894012194         14.847376296279833   6.353117136436053e+46   6.352498647351028e+46    6.184890850253917e+42   0.0035480804918264853    0.004306679770772648    0.006642344375326354   0.0074893117629819565       0.011746562326326     0.01788016031983794    0.025434799846177962 
 T17-1909         5148.668019972252              2493.29593581709       0.006043228912822356           0.008446259079622476  4.0438300278270336e-05   4.046248102090397e-05     439157.9346998589        203060.02507705963      0.0090997214625901   0.0019132500399766305    0.011440767504993463    0.002943893708098553    0.016071048959289243   0.0029147192528416375     0.01764922318156455   0.0025889193257951693    0.026831128021234548     0.00230159243692369     0.03850682844060545   0.0005384127069740571    0.050848580530832244    0.003134568841935903    1.376163974153079      0.22936066235884647        5000.0                20.0             5000.0               0.0                50.0             5000.0         1906.47974854587               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   307051.16494720225    8.55079174971858e-05    8.55020743833826e-05   8.550785329745471e-05  2.1922838571911096e+32   3.200164489975157e+29    3.199077769395741e+29     1.0867205794163957e+26   2.191381268605011e+32   9.025885860986289e+28   136428.4718358956       136393.3263716459         35.14546424969331   170622.69311130658       170572.33065805907         50.362453247492496   7.088646035081863e+46   7.086253235470217e+46   2.3927996116461923e+43     0.01158701154565152    0.015986589812036687    0.020319797625154862    0.021373991993023294    0.029764085759060237     0.03852653606060023     0.04685025658797634 
 T17-2035         5345.839265867436            2375.7852075519527       0.007746505872252594           0.007953609671664915   0.0003130025189604672  0.00032101239625911625    3617169.2933888114         1049233.709224922     0.06305505516939114    0.007399578304733943     0.07614784472188196     0.01089936720139583     0.11259413172424061    0.009500118305596541     0.12614947640592875    0.007691445078925648     0.19607887978705518    0.004443960345904934      0.2909166153644268    0.011319409481324873      0.3983667596014585     0.02772213779271173     3.28173235517062       0.5469553925284366        6000.0                20.0             6000.0               0.0                50.0             1000.0       4055.0990490557483               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    5534909.828520691   8.384204053334029e-05   8.739390142424713e-05   8.415723555272217e-05   1.684168843979474e+33   3.393437326387595e+30    3.393340331542709e+30      9.699484488561055e+25  1.6840975547781145e+33   7.128920135958252e+28  2592057.9668845874      2592024.6304508513         33.33643373646144   2942851.8616361027       2942801.3560293056          50.50560679687885    8.71158314538148e+47    8.71138987654169e+47   1.9326883979025726e+43     0.06410723909082791     0.07661653438052621      0.1132715571954794     0.12618566009029206     0.19500163636639442      0.2888206680752203     0.40778893314258874 
 T17-1854         9057.465718112282            2123.5014880015488       0.026469453346239617            0.00595360618293227   1.913266833324485e-06     5.7653117728917e-06     888738.8381021548         267295.6945939694   0.0024593548261549044   0.0002211858802130788    0.002790393900270921     0.00023049056879319    0.005425004472460835  0.00015905875791775236   0.0068849801187028945  0.00013181663123276215    0.013621082578794099   0.0007516758754139095    0.025996031130553522   0.0026209613896421564     0.03852457400506994    0.004432462548308595   11.386871194594367       1.8978118657657277       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   2245447.4597932477   5.977024514048925e-13   6.584016353439209e-13   6.029064519675352e-13  1.7678469263927394e+32   9.668819997283412e+29    9.668819997278738e+29      4.672266665197119e+17  1.7678469263897638e+32   2.975415514011941e+20   942936.5962960721       942936.5962958859    1.8626799195582073e-07   1302510.8634971771       1302510.8634967657     4.1143445944907183e-07  2.0603733894512436e+47  2.0603733894508436e+47   3.9983889360236404e+34    0.002120459548254595   0.0024703566654267293    0.005137254906936362    0.006773196276530901     0.01425411215434401    0.029000563042808573     0.04380221166256981 
 T17-1925        5629.2560562093095            2558.6240834139257        0.00947557519351501           0.009873444198636326   4.060039867088623e-05  4.5713749652177907e-05     594242.8924935358         272997.4228815969    0.008752581212486128    0.002036126378926611    0.010650097617331109    0.002992971026240906     0.01577055762883457   0.0029585841329262297     0.01772954681852247   0.0026047271089657833    0.028009370830274397   0.0019991835205265614      0.0422673177194822   0.0010968594542894164     0.05758015770080104   0.0043847309347524455   0.7758490278103338       0.1293081713017223       12000.0                20.0            12000.0               0.0                50.0              500.0       10997.518095384283               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1530709.1046214565   2.779066112295159e-12    3.06028371819078e-12  2.8031813346858037e-12  2.1561266381421016e+32   9.022102760593375e+29    9.022102760558056e+29     3.5319166039674163e+18   2.156126638112767e+32  2.9334749651149605e+21   777260.4820654053       777260.4820642632    1.1422517534755563e-06    753448.6225560498         753448.622554413      1.636814358819603e-06  1.9687177813979623e+47  1.9687177813901856e+47    7.776763262253232e+35    0.010748288551954947    0.012461701204051236    0.016994667784058632    0.018894841982751952      0.0297363586197518    0.042717837185773565    0.052327150982557045 
 T17-1966        10028.507136195034             1778.123078037522       0.028385646592023847           0.004279011128684159  4.5809085074000235e-07  2.0430842825652136e-06     864799.4903490366         206791.6321818318   0.0018925056249894433   9.395597394730055e-05   0.0021642299675744764   8.000702141271689e-05    0.004343297943862094   3.038402559514923e-05   0.0056061433161629995   0.0001513782040748022    0.011408892933713829   0.0006940470169575465    0.022402080878822346   0.0021326322684120224      0.0334779707390544   0.0035229900766111854    33.44900826488923        5.574834710814872       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    1896968.710323488    5.04942942865884e-13   5.562220107293151e-13   5.093393166010094e-13  1.4934886538460175e+32   8.168282415428004e+29    8.168282415424056e+29      3.947161458403701e+17  1.4934886538435038e+32  2.5136505001152122e+20   796599.0080022973         796599.00800214     1.573604187147241e-07    1100369.702321192       1100369.7023208446      3.475825241511599e-07  1.7406169244022462e+47  1.7406169244019083e+47   3.3778651423172693e+34   0.0017913781046188524   0.0020869734792570305    0.004339986568339204    0.005722040544489836    0.012041967240116148     0.02449986546513851     0.03700439509482544 
 T17-1822          7087.50333109348             2540.085540265357        0.01805580387357244           0.010224241628900435  2.6638368289989263e-05    4.47829943542975e-05    1231633.8336193515         479517.6304371878    0.007834220684723388   0.0019144957299456098       0.008961120473155    0.002403618865959251    0.015263922407064359    0.002627599080348503    0.018231089464896877   0.0024013075499174884     0.03227338859154897   0.0015964699974590519     0.05518288238141346    0.002038575952776177     0.07895474064167218    0.005104143020113805     9.70493008022355        1.617488346703925       11000.0                20.0            11000.0               0.0                50.0             2000.0        7187.174998213112               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   2592630.2725197487  2.9945144606380607e-05  3.0559412314721804e-05   3.000033772247804e-05  3.3964714953423535e+32    1.28202004030096e+30   1.2819966320481412e+30      2.340825281877941e+25   3.396322425771663e+32  1.4906957068977903e+28  1038932.6972915971       1038923.365186732         9.332104865132452   1553697.5752281505       1553676.9621884092          20.61303974124816   1.901709053371436e+47  1.9016890212744282e+47    2.003209700752453e+42   0.0063743469925111994    0.007330677880459487    0.013412720230838221     0.01673095004707518    0.031271113532508235     0.05671099724516697      0.0823359031092123 
 T17-1978         5793.992747343213            2584.8939391968743         0.0103569125945077           0.010119263042656323   2.164735364507895e-05  2.5287188370209764e-05    377903.69549909607        195816.46659260566    0.004869402752765942    0.001112241901335655    0.005885049333088487   0.0016359729945597844    0.008864064749754935   0.0015699643647289494    0.010036729738053835   0.0013343159850863773    0.016091829394121467   0.0007683918437339384     0.02474111703835033   0.0014128928048748935     0.03404343816156181   0.0036082327538852787    5.342518183383227       0.8904196972305378        5000.0                20.0             5000.0               0.0                50.0             1000.0        3136.121392617514               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    368819.8054165486  1.2959528703030206e-05  1.3485678190408275e-05  1.3006291637439494e-05   1.412550519465503e+32  2.7657389286837537e+29   2.7655890030058548e+29     1.4992567789916516e+25  1.4124403271985497e+32   1.101922669532626e+28  169099.18184856942      169094.02901036182         5.152838207611841    199720.6235679793       199712.81687748389          7.806690495418364   5.758046673863626e+46    5.75774793673119e+46   2.9873713243741805e+42     0.00563382102358152    0.006969124691561978     0.01008222613409915    0.011085301943814789    0.016500806984444033     0.02363577346101578     0.03359410641608059 
 T17-1977         6018.075167613472            2598.0898623544217       0.013447897521662599           0.010442791187514669  1.7341480834202684e-05  2.1214743810107183e-05     364551.8345667203        187566.02471491875    0.003626318020787754   0.0007385451159051867    0.004292606057349822    0.001067257934691887    0.006783194649188381   0.0010160698759854368     0.00783798634107229   0.0008457502071967043    0.012991472298907921   0.0003513268792617815     0.02079595991261097   0.0018720774450572343    0.029188792429927207    0.003657203875068256    6.427302318522831       1.0712170530871385       13000.0                20.0            13000.0               0.0                50.0             5000.0        6269.468064850314               1.0                      0.02                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    675992.1810316783  3.5642518774870076e-05   3.586019171826932e-05   3.566226298334927e-05  1.2674264231088121e+32   3.531642650046072e+29   3.5313725513385266e+29     2.7009870754493767e+25  1.2672226506832412e+32  2.0377242557097416e+28  313913.40178845526      313899.68583438033        13.715954074945502    362078.7792432232        362056.8526785233         21.926564699924565   7.210438304322765e+46   7.209905499205832e+46    5.328051169321961e+42    0.003551709450306281    0.004212436148791693    0.006881516133986231    0.008078024665672702    0.013316379005445992    0.021421154267414127    0.030166967130486673 
 T17-0551         6512.233072997633             2717.060280470053       0.014157051206741385           0.011030737122784696   8.807485566333993e-06  1.2297237784405875e-05    266141.59256082086         150878.1863415044   0.0022653614902264584   0.0005855970908578228   0.0026826405912159035   0.0008291879840172193    0.004261896044153434   0.0007846623813948982    0.004947262265743815    0.000641566608102521    0.008335941740570188  0.00019452481820429523    0.013569636934282224    0.001250701840901645     0.01908403083548462    0.002639249799555522   14.772122371409171        2.462020395234862       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    1236743.798102934   3.292015569823149e-13  3.6263335203906257e-13   3.320678077124768e-13   9.736917747400187e+31   5.325376514360714e+29   5.3253765143581404e+29     2.5733832230470742e+17     9.7369177473838e+31  1.6387943826894733e+20     519349.04216411      519349.04216400743    1.0259237321796863e-07    717394.7559388247        717394.7559385982     2.2660918376434627e-07   1.134809011035498e+47  1.1348090110352776e+47   2.2022259739205572e+34   0.0011679031651328352   0.0013606189143922625    0.002829488669493257    0.003730529722171621    0.007850856063215029    0.015972881631347136     0.02412530891364663 
 T17-0557         6152.815074347616            2696.0633040882453       0.012409837259352725           0.010854642335856637  1.5141299504422299e-05  1.9180874766221657e-05    358182.77775839844        216007.25663972113   0.0036191058584202195   0.0008704644344284152    0.004337772869483256    0.001270080441614994   0.0067107798151125825   0.0011707556283672878    0.007697335545155859   0.0009399011853471371    0.012673993606803262   0.0002371120056065144     0.02011700944899876    0.001970934954120331     0.02802635642918777    0.004136180184412855   14.809682727029806       2.4682804545049675        5000.0                20.0             5000.0               0.0                50.0             1000.0        3136.121392617514               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   287418.13829756173  1.0099250523794207e-05  1.0509274345474897e-05  1.0135692480955562e-05  1.1007886089454893e+32  2.1553168301295077e+29   2.1551999943235344e+29      1.168358059733537e+25   1.100702737048814e+32   8.587189667519306e+27  131777.55456940524       131773.5390064045         4.015563000765815   155640.58372815655       155634.50004063352          6.083687523028391   4.487196812446705e+46    4.48696400913955e+46   2.3280330715575576e+42    0.004390388819468775     0.00543097961387959    0.007856993097442207    0.008638681546830595    0.012858938577118803    0.018419157283908867    0.026179601480389537 
 T17-0554          6546.64821175215              2609.39368335211       0.013892343397458273           0.010769505619469563   4.041533909282814e-05  5.8120040292215384e-05    1133686.9771958492        499733.84964442835     0.01036163804798713   0.0027431146580897472    0.012142716662963175    0.003736066662764391     0.01931680412996281   0.0037856879705882793    0.022425400013073332   0.0033671367636176927     0.03771399254345224   0.0023652485299035754    0.061046742802664214   0.0023616889910615564     0.08547092923925576     0.00683431011327149   12.633044157924953       2.1055073596541587       13000.0                20.0            13000.0               0.0                50.0              500.0       11998.259463115717               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    2963710.569600853   7.888926837184271e-13   8.690080354367028e-13     7.9576131535995e-13   3.430598608819696e+32   1.459453434595349e+30   1.4594534345944366e+30      9.126510161478454e+17   3.430598608812988e+32   6.707795876978975e+20  1489633.9598826035      1489633.9598822899    3.1367161997328387e-07   1474076.6097182508       1474076.6097177756      4.752210637451432e-07  3.1576027602202027e+47   3.157602760218384e+47   1.8185193577278552e+35     0.00985182104948616    0.010590865763793695     0.01794334961676193    0.020971765852274667     0.03741436533749261     0.06274243256912068       0.087600611002147 
 T17-0594         5222.389707441456            2499.9814375573533       0.006146757263773037           0.008468381862478627   5.999618128010685e-05   6.118479494768323e-05     673293.7627627477         302566.2544156633    0.013667528422120464    0.002774362223326363    0.017116624998510566   0.0042623570390034555    0.024123028638419627    0.004161513036870142    0.026535397848343446   0.0036593581879819574     0.04044930824452728    0.003190158563390244     0.05821704606151601   0.0009525936115872753      0.0769882339462632    0.004924178302406374    3.360242742640597       0.5600404571067662        5000.0                20.0             5000.0               0.0                50.0             5000.0         1906.47974854587               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   459346.60972563736   0.0001279193062621523  0.00012791056500068793  0.00012791921021975875  3.2796428488722304e+32   4.787425930421814e+29    4.785800203276438e+29     1.6257271453760364e+26   3.278292582029658e+32  1.3502668425724838e+29   204096.1349833799      204043.55759012004         52.57739325986984    255250.4747422573       255175.13282925502          75.34191300228247  1.0604569842032135e+47   1.060099022887694e+47    3.579613155193518e+43    0.017334096326460914     0.02391583771550311    0.030398289324291946     0.03197535746196044    0.044526884916259356     0.05763545540350661     0.07008768891062052 
 T17-0635         6133.459256184484             2616.236808799606       0.012242174358068847           0.010657426506388632  2.8541928966389947e-05   3.659823723528655e-05     603400.3698490392         291399.5549433776   0.0066035572899348655   0.0016326494417157624    0.007863653485002668   0.0023109768835423736    0.012141209704752177   0.0022622612066230973     0.01391389659135054   0.0019611071781442087     0.02280895279222979   0.0012404542816088055    0.035927086817299635   0.0018080586898303929     0.04979900161636321    0.004784005243942026    7.004884830731072       1.1674808051218453        7000.0                20.0             7000.0               0.0                50.0              500.0         5994.67199667636               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   1029071.4924668779  2.4004515316441642e-08  2.6352697932012097e-08   2.420630014921633e-08   2.029886748019868e+32  6.0197657008455846e+29    6.019765423143107e+29     2.7770247776193516e+22  2.0298865439143005e+32   2.041055674512713e+25   497054.6913033733        497054.681758938      0.009544435334970364    532016.8011635042        532016.7867034243       0.014460079981471276  1.7535069702271555e+47   1.753506914893044e+47    5.533411156770785e+39    0.006968295350209193   0.0077709162220720406    0.012131375463206171    0.013872499468245416    0.023047999411009986    0.036263912060827304     0.05060775415553216 
 T17-0627         8144.747116822039             2445.400513028274        0.02215910834002913           0.009028453924286339  2.8619321302578592e-06    6.38765079687847e-06    488355.48319364863        224937.70335981162   0.0018316696672441503  0.00014044980242692315    0.002073330314389261  0.00014107729836165461   0.0038324774726654362   0.0001660072016794447    0.004747189629794555  0.00033192792174801855    0.009021450180276943   0.0011939679003391667    0.016553710767131677    0.003247538207259317    0.024237168637436624     0.00525130453536766    9.032293705523765       1.5053822842539608       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    1615677.588540559   4.300677137373567e-13   4.737428889035658e-13   4.338121732405813e-13  1.2720273843352605e+32   6.957052461464399e+29    6.957052461461037e+29     3.3618584597562534e+17  1.2720273843331197e+32  2.1409150063246724e+20   678475.6950806396       678475.6950805056    1.3402630230910987e-07    937201.8934599204        937201.8934596245     2.9604141142824687e-07   1.482510354380875e+47  1.4825103543805871e+47    2.876979982776684e+34   0.0015257444366287855   0.0017775075887989196   0.0036964336812055007    0.004873550427131774    0.010256329735917188     0.02086691432434482      0.0315172156013128 
 T17-0526         8739.592317548946             2101.909051446633       0.025035009026777313           0.006677778568075697   5.221880549788806e-06   1.436131847132566e-05     2282569.456383754         557328.7518049931    0.007254543296079801   0.0010944945836257477    0.008174468637266558   0.0011577483766416754     0.01566012474262984   0.0013875828324181043    0.019685496568587993   0.0012190129621753793     0.03840224909513912   0.0007013754208095208     0.07214091527533165   0.0022838891128698436      0.1063971538279796   0.0049274012041922045    5.192590568423586        0.865431761403931       11000.0                20.0            11000.0               0.0                50.0              500.0        9997.238423440063               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    5068728.536144019   6.233075113725975e-11    6.86113635990511e-11   6.286947105885555e-11   4.513471533308794e+32  2.4391409029820566e+30   2.4391409029333321e+30      4.872422558595721e+19   4.513471532998505e+32   3.102879760621675e+22   2100746.973440052      2100746.9734206274    1.9424755284415626e-05    2967981.562703965       2967981.5626610587      4.290599585284413e-05   5.125245839556078e+47   5.125245839514382e+47   4.1696764859415856e+36   0.0059905058143214455    0.006868397727705671    0.014006757398856722     0.01821626084736782     0.03749479573214156      0.0743493112264821     0.11132462355588868 
 T17-0545         8856.625355417911              2391.76357533652       0.023900899713714886           0.008700623000121376   9.074145049650555e-07  2.4875842701129743e-06     285739.5826966772        125942.30426896544   0.0008691451081766759   7.175481258920987e-05   0.0009888695519491585   8.264893097446137e-05   0.0018721957223352035  3.4498281692714084e-05    0.002349612406217975  0.00013414031103693326    0.004573922316492349   0.0005848566891284831    0.008606674412956518   0.0016780535306784917     0.01270045143571681   0.0027404407323017455    68.31424773890353       11.385707956483921       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    829114.4954377611  2.2069711061692352e-13  2.4310982530574786e-13   2.226186484743048e-13    6.52764109885819e+31   3.570138672611963e+29    3.570138672610238e+29     1.7251991364884877e+17   6.527641098847204e+31  1.0986496797590825e+20   348172.2081084912      348172.20810842246     6.877804755265806e-08    480942.2873292704        480942.2873291185      1.519190630642655e-07   7.607772944130921e+46   7.607772944129444e+46   1.4763748805596238e+34   0.0007829636542059954   0.0009121605189529502   0.0018968925287131371   0.0025009515091633083    0.005263223129634204    0.010708238613992402    0.016173635443250817 
 T17-0589         5496.614080101672            2546.1698864212008       0.002167515439615784           0.004859881455941664   0.0001566048969138137   0.0001844678791570433    1977914.9774920824         748905.6709325227     0.05150183654859325    0.004269174874098607     0.06552436398151226     0.00766575774301928     0.08819986233002655     0.00667024604722877      0.0952716621836584    0.005221688484499143      0.1423464221919112    0.004342754372065019      0.1966405032890769    0.005284274788369933     0.24774814877419954    0.013471000027381889   1.7747542940148922      0.29579238233581534        5000.0                20.0             5000.0               0.0                50.0              500.0       3992.1749357475683               1.0                    0.0004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   3023962.3246717835   2.752076847262449e-06  3.0123904245241374e-06   2.774494184470643e-06  1.0385825237646209e+33  2.0665739577155378e+30    2.066570460099605e+30      3.497615932646151e+24  1.0385796187784826e+33   2.904986138256891e+27  1443237.1497603247       1443236.018601699         1.131158625761812   1580725.1749114604        1580723.553993239         1.6209182215006377   6.653717059001775e+47   6.653709357763569e+47    7.701238205885197e+41     0.05252631887885875     0.06903148034865066     0.09172129267739114     0.09699982745861774       0.145445059105051      0.1967068079615682      0.2405269553843653 
 T17-0587         6543.692533488842            2742.6643843056154       0.014241705764077923           0.011184756315737435   5.281301564399266e-07   7.346488226144394e-07     20380.75062692268        15217.060167334326  0.00015002470053646818  1.8052813793305156e-05   0.0001765720278207443  2.8371386739414744e-05  0.00028574509006510957   8.207365448603309e-06   0.0003347048425235814  1.1286669725417227e-05   0.0005746984669035217   8.334098276189515e-05   0.0009543329697916704     0.00025113153044765    0.001350078259988448  0.00041527630938368595    34.09584376405267        5.682640627342111       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   119051.95531740246  3.1689739711972196e-14   3.490796532780441e-14  3.1965651953763204e-14   9.372993002842051e+30   5.126336495954264e+28   5.1263364959517865e+28      2.477201057767137e+16   9.372993002826275e+30  1.5775431897991135e+19   49993.79746775276       49993.79746774289     9.875790483839018e-09    69058.15784964978        69058.15784962797     2.1813949228133183e-08  1.0923946567010748e+46  1.0923946567008626e+46    2.119916094571692e+33  0.00011242518914889667  0.00013097647422910977   0.0002723734367363056   0.0003591098321863208   0.0007557424315973342   0.0015375882969311868   0.0023223607049509053 
 T17-0537         5670.887957844141             2627.760454272794       0.010290104261736006           0.010342476574810636   2.647230202403257e-05  2.9838955614798607e-05     409138.7238802691         206272.6106057964    0.005678031108021123   0.0016968722622745386   0.0069519514764667155    0.002450434798995464     0.01030457261337843   0.0025825790374878546    0.011588614618160846    0.002369899400368894    0.018350291040350505    0.002126917709793995    0.027840860623726562   0.0003500558634440998     0.03808100019864066    0.002086380101228051   0.5314792488737639      0.08857987481229397        5000.0                20.0             5000.0               0.0                50.0             5000.0         1901.86871473124               1.0                     0.004                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825    303741.6680530804   8.458628547071742e-05   8.458050533588709e-05   8.458622196295182e-05   1.748159551006575e+32   3.134883005880366e+29   3.1339044474404124e+29      9.785584399534826e+25  1.7474403308279125e+32   7.192201786624221e+28  132055.02155116064       132021.3891981946         33.63235296601196   171686.64650191972       171635.69256941503         50.953932504705456   6.424601048210653e+46   6.422651203818616e+46    1.949844392037693e+43   0.0077663922317945285    0.010379064198487917    0.014432450509829905    0.015428605070476853     0.02097041880134963     0.02748777422524174     0.03951449843042526 
 T17-0519          11150.3138436165             1007.116126418669       0.029844501560168386            0.00124387439843777  4.1636441875679166e-08   3.136111001659081e-07    1371394.5899904105          156352.474643708   0.0024626713877343646   2.027207380952901e-05   0.0028478570392142123   6.955384415213914e-06    0.005862591905688467   8.648992956422944e-05    0.007678526856864923  0.00017788850396439107    0.015989566731769392   0.0005806968821804295     0.03215179435284394   0.0016295779566488581    0.048379207647968867   0.0026583048534274314    42.67654101390057        7.112756835650095       13000.0                20.0            13000.0               0.0                50.0              500.0       11997.810659104722               1.0                      0.03                                    1.0  13728.314005334232             2.4015490534256495e+23                0.001825   2587947.7751514334   6.888705957334111e-13   7.588282860562923e-13   6.948683676337245e-13   2.037498361412405e+32  1.1143614646237708e+30   1.1143614646232322e+30      5.384932107128633e+17  2.0374983614089756e+32   3.429258576527668e+20  1086763.6451925605      1086763.6451923458    2.1467963245436028e-07   1501184.1299588748       1501184.1299584007      4.741909632790509e-07   2.374644174352014e+47   2.374644174351553e+47    4.608267143389432e+34    0.002443895334210747    0.002847162603711189    0.005920845463921872    0.007806318583880869    0.016428305937735088     0.03342404752221895    0.050483406202386616 
