ra,dec,flux_aperture,mag_inst,gaia_idx,gaia_G,gaia_BP,gaia_RP,gaia_Plx,gaia_pmRA,gaia_pmDE,gaia_e_Gmag,gaia_RUWE,distance_arcsec
202.36577116271113,-45.49235225434657,29.916849934051623,16.310210342546775,6709,16.206026,16.706476,15.528365,0.3008,-3.101,-2.503,0.002814,0.983,0.29832790253171093
201.9255611035268,-45.489563121736474,26.956707726071777,16.42333287526632,5708,16.526648,16.945156,15.932276,0.6371,-15.26,-8.486,0.002861,0.905,0.36429151152200206
201.88207294772778,-45.489249312892895,4.305024301015791,18.415060981715882,5747,18.252792,18.825378,17.581854,0.5289,-13.695,-5.328,0.003222,1.024,0.2939897217704802
203.6340062722635,-45.49080516897031,80.46833653439225,15.235937441114016,2381,15.648184,15.998591,15.124026,0.4212,-14.154,-3.395,0.00279,0.946,0.47175226745088267
202.91235911797085,-45.49341716826367,14.349060344071564,17.107941345008385,10598,17.354599,17.751768,16.803053,0.1949,-4.663,-0.041,0.002906,0.983,0.2662213243960655
202.49185894016497,-45.492791057611704,28.245588296764044,16.37262343845641,6658,16.424568,16.878395,15.822558,0.6853,-4.51,-9.396,0.002849,1.085,0.28585382403701176
202.3331808248314,-45.49204320309543,38.338840373211156,16.040902568178563,6419,16.113588,16.538702,15.514069,0.6248,-10.922,-0.426,0.002822,1.048,0.29475408528916636
202.3057823527388,-45.49189489826755,22.415009570310517,16.623652678424698,6416,16.967415,17.333061,16.436747,0.4874,-1.189,0.18,0.002914,1.019,0.19624402312299602
202.12286104738823,-45.49086060795385,73.47479157767033,15.334654092987051,7436,15.175866,15.684034,14.512635,0.3177,-10.52,-0.149,0.002774,1.018,0.29497300841748786
203.35718522075655,-45.4921662690318,3.1316293845028595,18.760574101325915,1465,18.76259,19.324142,18.111704,0.1458,-7.444,-8.123,0.003527,0.964,0.5661231396342725
202.42048333361126,-45.4922798165783,6.976941984739201,17.890837220704984,6695,17.735294,18.243956,17.080673,0.5011,-10.404,2.027,0.003092,0.973,0.28516794332935447
201.87566267986216,-45.488655758065434,8.389904110392646,17.690607506903785,5745,18.062798,18.430407,17.5722,0.1101,-4.407,-0.08,0.003114,0.955,0.3368167383874564
202.85743261311683,-45.493059865355285,29.62961588326163,16.32068494663043,10607,16.575361,16.962734,16.029257,0.4331,-10.797,1.401,0.002819,1.066,0.29477905613150024
203.52352621289418,-45.491087774397066,37.865591004355935,16.054388150843902,2447,16.08399,16.53703,15.466852,0.8497,0.386,2.111,0.002804,1.028,0.506360937129635
202.9302150394037,-45.49302242027719,11.48622817734974,17.3495564014398,9671,16.62577,17.336065,15.813942,1.1426,-17.757,-3.478,0.00283,1.034,0.2089013748484449
202.394540450641,-45.4917170464013,13.281172597697392,17.19190894828762,6705,17.994757,18.64623,17.230797,0.6336,-5.99,-2.915,0.003193,1.043,0.4126272497847969
202.3777423961329,-45.49170145569621,27.454782612731385,16.40345497671965,6704,16.64154,17.012756,16.095102,0.309,-4.488,-2.195,0.002892,1.017,0.2424379634163358
202.19710808333025,-45.490766510026305,648.8101035063069,12.969705989382375,6485,13.420012,13.7351,12.933682,1.8385,-30.409,-13.072,0.002762,1.051,0.4525708185350451
201.97445942632956,-45.489173324874,3.7327582980473837,18.56992532600078,5693,18.148157,18.788092,17.455902,0.8481,-12.552,-9.942,0.003235,0.979,0.2785438970662801
201.84262245079768,-45.48803130135547,12.602436728953272,17.248863685685055,5748,17.488012,17.92533,16.876402,0.1217,-7.534,-2.252,0.002935,1.081,0.3038465808487488
202.89862305383062,-45.49252452938357,14.886167170796783,17.068042770529797,10597,16.305517,17.009768,15.493668,1.1873,-4.602,-6.053,0.002809,0.956,0.33394954401759347
202.81947750723862,-45.492539750362454,7.831327114084303,17.765411587981305,10639,17.530178,18.133625,16.796251,0.5053,-7.143,-1.473,0.002958,1.085,0.37987053540719967
202.47731463931717,-45.49189356192059,25.14284783782817,16.498963832312207,6653,16.855925,17.22575,16.323374,0.2604,-6.191,-5.349,0.002909,1.004,0.32099719763189005
202.11418741959426,-45.490106073965435,12.20603294144503,17.28356365576834,7447,17.574442,17.984013,17.019205,0.4285,-0.175,-1.613,0.003006,0.993,0.27427725146389176
203.57777759453762,-45.49019037611543,4.478787821793682,18.372098778339847,2431,18.578424,19.010618,18.030289,0.3983,-8.163,-3.719,0.003396,0.973,0.5796877073909399
203.22155000841553,-45.49226431818793,3.7872062926613026,18.5542025944941,9829,18.605566,19.096909,18.023989,0.234,-6.808,0.93,0.003281,1.057,0.5698380070673278
203.01607881299836,-45.492426836007844,23.26198439008083,16.58338310009958,9576,16.148714,16.739819,15.414946,1.1798,-2.305,-7.161,0.002804,0.984,0.243629368715707
202.76645487239452,-45.492549470393755,7.278572838029656,17.844884418917356,10646,17.99841,18.457424,17.400904,0.392,-5.176,-2.92,0.003125,0.992,0.13558428592679006
202.09154424534717,-45.48965964586519,211.67137961349758,14.185844648954347,7454,14.606241,14.930038,14.118383,0.8439,-13.445,-0.606,0.002774,1.135,0.30615980411967675
203.81384693882202,-45.48845136189956,22.166724235575753,16.63574620378156,1833,16.754885,17.192007,16.146711,0.3863,-3.446,-2.819,0.002886,1.075,0.45133645551662155
202.36162749331356,-45.49072061968777,4.28515533258337,18.420083576764704,6708,18.956568,19.362785,18.506157,0.6593,-6.117,-0.517,0.003869,0.838,0.9419284100396078
203.64375866879232,-45.48951042326999,11.5347365850372,17.34498079716316,2390,17.665117,17.98961,17.128372,0.3222,-3.694,1.179,0.002998,0.963,0.5270985592529347
203.57767252816768,-45.490115637514734,4.450393968930725,18.379003854006857,2431,18.578424,19.010618,18.030289,0.3983,-8.163,-3.719,0.003396,0.973,0.38707328894887477
203.44915898685315,-45.49058437015846,82.76074384039794,15.20543903654633,1414,15.33806,15.738122,14.394572,0.174,-2.555,-2.71,0.002816,1.011,0.588254771277065
203.35189040256782,-45.49101563344831,1.8667316578540858,19.322295268123632,1458,18.51396,19.628527,17.500322,1.2463,-4.554,-2.769,0.003361,0.975,0.3921856609500383
203.05001189751897,-45.49182966636407,10.682206294510722,17.42834759799313,9605,17.386545,17.83931,16.80506,0.3684,-9.094,-3.796,0.002931,1.029,0.3142075568586266
202.36123477997384,-45.490804906939985,4.302402471896434,18.415722413979125,6708,18.956568,19.362785,18.506157,0.6593,-6.117,-0.517,0.003869,0.838,0.23770291688723597
202.29850958699558,-45.49053733468849,2.325909168745554,19.08351812324442,6432,18.448896,19.370108,17.610935,0.9202,-52.207,-7.409,0.003562,0.922,0.8866767305074718
202.9468996375753,-45.491754738645476,32.045821163263426,16.235571488219115,9664,16.573608,16.948587,16.02072,0.286,-9.371,-8.565,0.002819,0.955,0.26347446101919525
202.85361194729478,-45.49189349261657,15.209893814808432,17.044684544709764,10606,17.524084,17.869171,16.920568,0.2453,-5.071,1.248,0.002979,0.99,0.243605996316302
203.03226455523867,-45.49161721703384,13.097220308077802,17.207052167905708,9611,17.02145,17.572107,16.318205,0.1086,-3.607,-2.057,0.002854,0.988,0.30676489143228053
202.96828209072666,-45.49165793068402,8.608205177859325,17.66271847518818,9666,17.462793,18.037985,16.764725,0.7771,-5.074,-2.242,0.002922,1.059,0.3768579661047379
203.53387025499674,-45.489647449383035,16.89017613012348,16.930914553990576,2442,17.098782,17.521034,16.51602,0.3141,-7.24,-1.094,0.002879,0.965,0.42843280707276704
202.80677939202545,-45.4913943460563,7.3380636033677415,17.836046320672253,10635,17.74655,18.280022,17.060337,0.4155,-10.857,-3.715,0.003044,0.905,0.38358310237825904
201.88146004511822,-45.48717220273763,6.090168586743614,18.0384267128667,5746,18.156452,18.492134,17.652475,0.1065,-3.872,-1.665,0.003191,0.935,0.1655996072105386
202.41635546776942,-45.490488385791636,9.920291823403605,17.50868888023119,6696,17.76186,18.13449,17.230757,0.2608,-1.548,-0.26,0.003087,1.113,0.17337637385192559
203.21094163694428,-45.49063572814311,15.257968342588283,17.04125822629038,9802,17.226688,17.654997,16.648712,0.2446,-9.213,-6.327,0.002879,1.019,0.24809221272572207
202.99043681898104,-45.49109033394554,13.789858135051848,17.151100504146605,9655,18.505976,18.874857,17.858442,0.3706,-10.537,-1.795,0.003383,1.003,0.39506668492574665
202.93172899416263,-45.491126614073174,51.558103952895536,15.719257655463592,9672,16.051476,16.412565,15.514382,0.5749,-23.895,-9.349,0.002794,0.959,0.31296375842719815
202.3999188509409,-45.48990561244165,28.084667050562157,16.378826801012885,6707,16.91263,17.275692,16.375008,0.3939,-7.435,-13.792,0.002924,0.973,0.3493675576579071
203.01199329303333,-45.49078897683029,201.90604810406677,14.237126678880076,9649,14.047857,14.585349,13.356734,0.1646,-6.853,-1.208,0.002763,1.011,0.2818281505776632
202.44326502467285,-45.48984141762716,7.612633920756087,17.7961626355439,6694,17.501537,18.04556,16.826569,0.5706,-9.836,-0.949,0.003013,0.977,0.15345545130653568
201.9571445269494,-45.486862292340554,14.05587340614615,17.13035540738469,5692,17.013388,17.498785,16.37455,0.1837,-7.429,-1.234,0.002902,0.986,0.30233607505373367
203.3062303028879,-45.48977407418149,658.412393379459,12.95375500734754,1471,13.251057,13.620698,12.708759,1.3996,-34.995,2.279,0.002762,1.372,0.16890648877612735
202.77727978706676,-45.49055961351456,213.7380632273575,14.175295325642205,10651,13.837902,14.410559,13.122282,0.4578,-14.394,-6.906,0.00276,1.027,0.284269140105182
202.21628358580148,-45.48876324850511,22.004863597002107,16.643703297951348,6465,17.087578,17.45104,16.538322,0.4485,-10.055,-1.09,0.002897,0.995,0.27254652234258836
202.99033176317386,-45.49024987450397,17.652439705854917,16.882988158040085,9656,17.238192,17.641579,16.671827,0.2765,-7.23,-1.015,0.0029,0.998,0.27710121768346635
202.75439293500798,-45.490181567362754,7.772405243731985,17.773611409729053,10652,17.990261,18.342949,17.476841,0.3947,-6.723,1.663,0.003056,0.956,0.4331424369295754
202.197161559281,-45.488186897892625,46.883418853782665,15.822451815041195,6486,16.047209,16.454634,15.465174,0.8439,-2.918,-2.208,0.002814,1.043,0.2927929151973544
202.16090751869294,-45.48800472324095,2.8845432452305784,18.849807364188194,7433,18.83068,19.424448,18.141798,0.4248,-4.759,-5.457,0.00372,1.076,0.7921007225843538
201.98456320166008,-45.4867121946136,10.882572958709304,17.40817103142295,7511,17.742014,18.088024,17.227585,0.1436,-5.17,-0.403,0.003081,1.028,0.5448964956049098
202.7677827020516,-45.48994479422803,3.6545783924732778,18.592906794604044,10647,18.347021,18.99174,17.543747,0.3103,-1.259,-1.142,0.003186,0.987,0.6234591426339621
201.90676457438354,-45.4861548313396,3.9716126323556953,18.502582791548672,5710,18.659018,19.002178,18.118402,0.0041,-1.948,-3.824,0.003535,0.99,0.27186698243916047
202.83374264339304,-45.48994232311758,5.918053942530033,18.069552701487048,10612,17.91963,18.429073,17.239319,0.2656,-8.021,-2.416,0.003052,0.97,0.08790344647698622
202.89531094903015,-45.48979340914267,7.84342593887958,17.76373549972914,10599,17.773232,18.236275,17.189209,0.104,-7.427,-1.273,0.003007,1.026,0.35816150745829456
202.67272522389462,-45.48983660147601,15.681796702798906,17.01151045147389,5372,17.028688,17.459162,16.447098,0.4216,-4.144,-4.022,0.002937,1.092,0.39900229608920595
202.16877708887517,-45.48747971824045,671.9920730530242,12.931589624841596,7584,13.286669,13.625683,12.769393,1.8597,10.896,-16.274,0.002772,1.101,0.40201262333096416
203.69939928169137,-45.48665044702211,10.589253901901968,17.437836595873488,1884,17.759193,18.15285,17.179668,0.1685,-11.465,-2.232,0.003032,0.972,0.5066192852922913
203.24225141382124,-45.48879555583909,2.585715794765955,18.968548029173128,9826,18.759674,19.212576,18.110853,0.2404,-10.095,-2.463,0.003559,1.119,0.3434531126542216
202.33462597111654,-45.48819770062839,11.010589170556774,17.39547360386054,6420,18.2586,18.49645,17.845818,0.0199,-6.154,0.929,0.003277,1.028,0.22770468451248185
202.23210725725653,-45.48768094845577,7.812095776545651,17.768081102204146,6468,17.646952,18.12059,17.016018,0.5035,-4.72,1.332,0.003023,1.053,0.09705194744947428
203.52395694370986,-45.48738355335261,2.711891974734428,18.916819035231185,2443,17.452831,18.96882,16.278507,5.0842,-108.545,-12.237,0.003051,0.958,0.7768438390845213
202.0683489037407,-45.48632802255334,56.6098256223804,15.617770457220205,7492,15.968422,16.318966,15.451683,0.4368,-10.933,-2.207,0.002809,0.922,0.2729386412202105
203.52154706422314,-45.4872210621276,51.389299477434676,15.722818256094264,2444,16.842218,16.943504,16.689966,0.0178,-4.577,-1.525,0.00288,1.018,0.4067772989885159
203.2418547653077,-45.48858265925026,2.226731326646165,19.130830452420167,9826,18.759674,19.212576,18.110853,0.2404,-10.095,-2.463,0.003559,1.119,0.9378775704326789
202.83548451277727,-45.48932330051292,1.5513625452478126,19.523216744916713,10613,18.755058,19.461054,17.944016,0.4638,-11.113,-7.543,0.003411,1.112,0.409207795482844
202.74764612513658,-45.48902243311575,0.9258543384979363,20.08364333491264,10655,18.543486,19.89131,17.429407,1.6044,-5.914,-7.005,0.003374,1.001,0.5279452477964267
202.3102100687164,-45.48757774956347,12.58775007594694,17.250129720972993,6430,18.668455,18.604746,18.765383,0.209,-1.354,-2.156,0.003604,0.947,0.18307974549322908
202.28191885936803,-45.48734013492142,39.18653960009157,16.017157713905817,6436,16.602642,16.878777,16.171146,0.2321,-6.483,-2.411,0.002865,1.026,0.30481328194234075
203.03589970615238,-45.48868545228194,2.7377010392592656,18.906534947887746,9610,18.463726,19.169516,17.714064,0.776,-14.388,-1.288,0.003338,0.994,0.29210902748670253
202.7458342766592,-45.48880840796352,5.487703620112,18.151523380089206,10653,18.668509,18.994993,18.151543,0.0201,-7.451,-1.179,0.003543,0.962,0.39861041986021956
201.96401500774724,-45.48500081023578,17.855266118141362,16.870584181540995,5695,17.291538,17.627243,16.783026,0.2435,-5.613,-3.428,0.002948,1.05,0.3615446187423928
201.89850870206152,-45.48438491779552,13.600462424947866,17.166115812671443,5712,17.053564,17.49688,16.424646,0.3619,-8.866,-0.008,0.002897,0.969,0.2628537874718776
203.29605546720725,-45.48749450767158,4.660133460343006,18.329004113691322,9814,18.280558,18.84999,17.595835,0.4993,-4.089,-6.069,0.003112,1.029,0.9776374624418691
202.387432768695,-45.48709713938543,21.754129044619507,16.65614574894058,6706,17.842411,18.330366,17.19215,0.4187,-8.902,1.978,0.003074,0.967,0.36251680528063557
202.11168627203077,-45.48568392458363,5.168346365279872,18.21662097266565,7448,17.069729,17.971497,16.096558,1.4731,-12.389,-4.22,0.002994,1.106,0.4610079004931211
201.94506070810817,-45.484419167350545,5.736923200868247,18.103302409727814,5697,18.09345,18.548819,17.429907,0.5329,-2.452,-2.432,0.003197,1.034,0.29221191089420095
201.88528123300622,-45.483905442165074,43.39220592823896,15.906470677733367,5779,16.103813,16.509926,15.53654,0.5569,-14.63,-3.166,0.002825,1.084,0.36000428965987935
203.7018365800248,-45.485274648661246,70.34080423237641,15.381981676352424,1883,15.706533,16.079609,15.154863,0.4142,-2.557,3.176,0.002788,1.021,0.5435823875336042
203.69841641557582,-45.485126812370055,20.795021776128067,16.705101551280713,1885,16.68691,17.163277,16.043861,0.4904,-12.371,-8.634,0.002847,1.025,0.48968791976671705
203.38014028632438,-45.48704908904454,24.85616185762997,16.51141482928996,1461,16.615356,17.043175,16.022963,0.2677,-4.779,-1.25,0.002995,1.027,0.39106736813032794
202.74315080975347,-45.48814387507207,9.37292146162385,17.57031255507726,10656,18.510036,18.840654,17.961397,0.3799,-6.305,-2.462,0.003349,1.028,0.3415080425920961
203.2962479574545,-45.487221150329894,4.529225912476443,18.359940041669496,9814,18.280558,18.84999,17.595835,0.4993,-4.089,-6.069,0.003112,1.029,0.3043246640457883
202.86680782421814,-45.48802376795688,21.560685254182104,16.665843600663145,10610,16.812702,17.238632,16.22155,0.4908,-10.024,-9.274,0.002839,1.06,0.28402789429783837
202.1662034005897,-45.48563105315007,361.23038365642685,13.605539319073179,7434,14.001464,14.338606,13.499262,0.4561,-5.224,-0.717,0.002765,1.028,0.3013202234442999
201.94535805431866,-45.484298778653525,5.407283860956722,18.167552077700172,5697,18.09345,18.548819,17.429907,0.5329,-2.452,-2.432,0.003197,1.034,0.584772913216332
203.73833542804695,-45.4844006880505,17.637781184179374,16.88389012397882,1870,17.381458,17.763767,16.831476,0.0123,-10.388,3.133,0.00295,0.996,0.5411465947934415
202.85424609401127,-45.48778273183531,1.5365967999164611,19.533600188927736,10614,18.323483,19.42066,17.353231,1.375,-22.826,-0.563,0.003161,1.001,0.1793924656460418
202.2020998968415,-45.485558962393014,4.911768740424201,18.271905222887174,6482,18.728956,18.996395,18.12676,0.2128,-7.114,-1.716,0.003497,0.963,0.19524917280622692
203.6865481960576,-45.484625718647415,48.288625627693364,15.790387887863778,2516,16.22239,16.543625,15.712072,0.2749,-0.38,-0.762,0.002812,0.927,0.5580876981361603
203.45625236821596,-45.48598792478851,4.377055687974078,18.39704481985662,1411,18.64226,19.101906,18.024414,0.1532,-3.182,-5.302,0.003559,0.994,0.46652093700558683
202.96446453842617,-45.4875027110999,3.0794163094118394,18.778828986006154,9667,18.887161,19.435537,18.209698,0.212,-6.366,-1.65,0.003523,0.98,0.39917068766864644
203.22889322055866,-45.486891081380115,1.553060848802018,19.522028820716148,9830,18.55201,19.323317,17.75977,0.4858,-12.326,1.14,0.003301,0.954,0.08169844493371863
202.7402683859837,-45.48738802901129,389.4393653082153,13.523900378110238,10657,13.81606,14.173234,13.293261,1.2504,-35.802,-1.745,0.002765,1.075,0.3229936125757238
203.67521248340807,-45.484455526723075,231.07561467849573,14.090614707584212,2389,14.504262,14.847896,13.995081,0.781,-4.768,-6.917,0.002771,0.973,0.5754139732481277
203.3370794156398,-45.48628991328272,6.09109019155398,18.038262424474308,1467,18.152206,18.597446,17.535175,0.2425,-9.923,-2.533,0.003131,0.916,0.36783066271764664
202.17433120831438,-45.485022611701105,148.69425639828552,14.569264516534094,6487,14.276049,14.844255,13.560886,0.2512,-8.777,-4.974,0.002762,1.015,0.31099066348967697
203.76447454984807,-45.483586481922366,9.494889482164174,17.55627521489565,1867,17.74051,18.182516,17.160702,0.4194,-2.638,-1.276,0.003042,1.046,0.3848803674563326
203.6203907598955,-45.48472971858945,3.549209597463011,18.62467088189504,2396,18.416603,18.863,17.84368,0.3486,-3.066,-1.463,0.003286,1.063,0.5147531055471599
203.45606188802446,-45.48573280588234,4.532245511678707,18.35921643108892,1411,18.64226,19.101906,18.024414,0.1532,-3.182,-5.302,0.003559,0.994,0.7119476711862822
203.0651875252557,-45.486918586448034,31.375126694973435,16.258536279485615,9608,16.415993,16.836338,15.835504,0.4657,-10.825,3.149,0.002834,1.016,0.20636349192386433
202.5391520649187,-45.48662699637238,5.052353581033302,18.241265659067647,6637,18.652637,19.13753,18.06671,0.2518,-4.015,0.243,0.003574,0.992,0.08294883404875512
202.42132867234352,-45.4861980732189,34.74340634141828,16.1478190108649,6697,16.65775,16.964476,16.153708,0.2717,-6.806,3.672,0.00286,1.013,0.2597762979784417
203.50696281543648,-45.48512645014613,3.9461870949262194,18.509555820003506,2448,18.103935,18.593792,17.429312,0.1266,-3.928,-2.155,0.003115,1.008,0.5519077114687979
202.69313622738386,-45.48699013016117,1.53816235491288,19.53249455443649,5363,18.364613,19.120571,17.513903,0.5759,-8.647,-2.977,0.003352,1.035,0.24287344586458517
202.31773904909576,-45.48554447896498,14.634696610524712,17.086540691052463,6422,16.658983,17.265003,15.927199,0.9842,-12.846,2.065,0.002885,0.942,0.16364268220360284
203.7644263132216,-45.483458136563144,9.612141729537527,17.542949585529243,1867,17.74051,18.182516,17.160702,0.4194,-2.638,-1.276,0.003042,1.046,0.45279900411945856
203.65926973663966,-45.4840564172418,25.316470651686615,16.491492097672484,2392,17.107756,17.483257,16.533348,0.2462,-5.461,-3.3,0.002902,1.082,0.6746210146438639
203.18630317948504,-45.48625954190046,15.87920266013353,16.99792827129537,9872,17.2778,17.69326,16.733398,0.4029,-4.582,-3.751,0.002905,0.957,0.3302893957830878
203.0752531125325,-45.486539887143486,4.075447501448622,18.474561742289932,9598,18.555538,18.993557,18.027012,0.4429,-2.985,-5.83,0.003311,1.032,0.2910774654536917
203.73265386560297,-45.483239290096606,17.036148079918966,16.92157148411963,1893,17.533457,17.975754,16.92515,0.3398,-8.851,0.068,0.003061,0.995,0.5892744117020489
203.659180979989,-45.48400860721255,24.553177046607182,16.5247307614409,2392,17.107756,17.483257,16.533348,0.2462,-5.461,-3.3,0.002902,1.082,0.41141272511465504
202.519679221007,-45.48584309057917,18.22226834444817,16.848493905372106,6640,17.12142,17.517275,16.594746,0.3557,-7.71,-0.214,0.002921,0.968,0.06954903109063036
202.11359326583695,-45.4837473633615,15.070034005962523,17.05471441920867,7449,17.394848,17.760695,16.874228,0.245,-10.458,-4.443,0.002934,1.027,0.2956559643709733
203.7591579207244,-45.48283788266613,62.28040601904226,15.514121412092715,1872,16.228275,16.495707,15.814133,0.1896,-5.599,-0.404,0.002821,0.951,0.543261257757054
203.5283492258148,-45.484269646326986,5.762889005195108,18.0983993624001,2446,18.125595,18.656792,17.538359,0.2419,-5.81,1.644,0.003157,0.993,0.21646956752114513
203.2778416442743,-45.48563105704344,7.258978266039427,17.847811259752827,9817,18.102861,18.514374,17.561085,0.4768,-7.748,-6.758,0.003153,0.98,0.2351661127495237
202.90301596924476,-45.48629356622615,7.23847802050802,17.850881849954995,10602,18.027859,18.469152,17.461668,0.2466,-8.452,-3.274,0.003073,0.902,0.3836558411870543
202.1549820252607,-45.483957390799524,17.213530301811645,16.910325129031648,7435,16.681644,17.23474,15.986071,0.2269,-3.638,-1.353,0.002873,0.969,0.2765543649382916
202.02427894295514,-45.4832749910392,5.446331650679677,18.15973979028576,7514,18.190933,18.716122,17.567,0.4523,-7.309,-3.785,0.003246,0.99,0.7431118827948656
203.04528484617862,-45.485844662690276,4.109091375432217,18.465635502620337,9612,18.965029,19.476212,18.447939,0.1312,-6.949,-1.006,0.00383,0.979,0.6885556690278182
202.50862723446366,-45.48539093540722,12.936229833277986,17.22048069269517,6641,17.56448,17.944384,17.03472,0.1947,-8.324,1.05,0.003008,0.975,0.21570250046588516
202.2377475909354,-45.484060540133875,6.544811064665871,17.960257215301766,6473,18.141489,18.525362,17.588976,0.2304,-8.412,0.85,0.003277,0.943,0.14430718235200976
202.22492486396337,-45.483941210226654,2.0300736406159885,19.231220519531593,6466,18.982748,19.643475,18.141205,0.3456,-6.15,-1.627,0.004092,1.167,0.5899129222333008
202.10763127072764,-45.4832458982388,180.61359853381703,14.358123886081868,7450,15.601747,15.627276,15.567008,0.1363,-1.886,-4.723,0.002889,1.073,0.29511148878627685
202.0650319221801,-45.48274607736121,3.066924676451711,18.783242225319018,7490,18.640455,18.972496,18.083008,0.1708,-6.149,-3.442,0.003633,1.013,0.7189236719471083
203.50070239569968,-45.4839291062272,32.544406713041084,16.218809103173395,2449,16.241705,16.71908,15.607858,0.9098,-5.549,2.27,0.002812,0.964,0.37901741785438187
203.46451710500529,-45.48421681994636,11.48158099473383,17.34999576545987,1416,17.263474,17.776283,16.617308,0.1335,-4.995,-0.262,0.00293,0.976,0.35398822137894376
203.04517966678233,-45.48566994429489,3.783037743456119,18.555398314269873,9612,18.965029,19.476212,18.447939,0.1312,-6.949,-1.006,0.00383,0.979,0.00650664306598083
202.9548225805286,-45.48562989082766,18.07890250064607,16.857069843437174,9668,16.888937,17.340769,16.282076,0.4211,-13.509,3.04,0.002851,1.016,0.21285644143128563
202.77546760298617,-45.48559466980812,3.653862899352326,18.59311938077861,10648,18.129309,18.693907,17.412764,0.2958,-10.726,3.286,0.003089,1.101,0.13369793211865985
202.54045920353673,-45.4851990866614,7.816184879801201,17.76751294148981,6638,17.777498,18.232586,17.169102,0.3719,-11.412,-2.404,0.003043,0.979,0.4184369421280116
202.22039248864988,-45.483938972570016,6.630107936974475,17.946198503236083,6494,18.12594,18.560097,17.607264,0.4364,-8.956,-2.857,0.00325,1.011,0.4966454968261691
203.79953852024164,-45.48187899113098,9.010309715528628,17.613150701387887,1837,18.144365,18.530111,17.61211,0.3491,-6.08,-1.344,0.003282,0.975,0.5647212879888335
203.7072555666016,-45.4826348441173,6.681564361063337,17.937804609574155,1886,18.450651,18.835722,17.894577,0.1363,-6.939,-2.806,0.003508,0.993,0.3562856502453998
203.0814718738591,-45.48532637716135,2.9683390576783353,18.818716233455564,9599,18.61517,19.08047,18.024105,0.4128,-6.744,-2.085,0.003451,1.007,0.3118342064107188
202.06477156349914,-45.48265326433245,3.619786793495349,18.60329252193498,7490,18.640455,18.972496,18.083008,0.1708,-6.149,-3.442,0.003633,1.013,0.0679050580713243
203.24833666369528,-45.48481714270533,44.09431558871182,15.889043484807253,9828,16.207197,16.56949,15.654349,0.5157,-3.566,1.804,0.00281,1.035,0.30416111827338904
202.59840352968257,-45.48511061269125,1.5901537249641322,19.49640222265809,5418,17.873316,19.221191,16.731047,1.6438,-1.102,-2.688,0.003339,1.03,0.5658365334861217
203.7994025326738,-45.48170049703304,10.480709025100754,17.449023340299547,1837,18.144365,18.530111,17.61211,0.3491,-6.08,-1.344,0.003282,0.975,0.5396168448148363
203.3863269663347,-45.48418129143894,171.0085227749483,14.4174556114182,1462,15.182104,15.416244,14.799235,0.2297,-5.51,-2.161,0.002811,1.08,0.3604478860545217
203.01436998744379,-45.48511656935024,25.55122989265808,16.48147047631996,9650,16.806131,17.181725,16.271536,0.2523,-5.791,-2.626,0.002847,0.984,0.3541238351738581
202.30285060889298,-45.483757368825245,27.577281923504685,16.398621352629537,6433,16.745739,17.088469,16.23747,0.4725,-7.877,-4.486,0.002902,0.939,0.3098395876213699
202.27747385570788,-45.48356668073341,18.518736973125694,16.830971591686993,6437,17.060593,17.464039,16.452923,0.4001,-10.692,3.268,0.002928,1.061,0.3472944632722054
202.8278207262386,-45.48493281547709,13.34151506890874,17.186987122310263,10640,17.19691,17.669193,16.581917,0.225,-7.624,2.552,0.002917,1.002,0.2589183907838276
203.8110827530804,-45.480930882051744,7.401795460384463,17.82665730067261,1840,17.338547,17.91623,16.619764,0.6248,5.295,-8.036,0.003,1.08,0.8601658411086143
203.34522578028097,-45.48388096661248,8.525137395865034,17.6732465323552,1468,18.175232,18.683588,17.50109,0.2252,-5.063,-1.214,0.00327,0.974,0.31519505865219455
202.99071362146782,-45.48482030059039,7.649873135930156,17.79086441759926,9651,17.685541,18.143461,17.070244,0.2541,-10.862,-1.637,0.002979,1.016,0.22495565423959638
202.428154455383,-45.484057652244196,11.741502410582541,17.325690820982963,6701,18.014688,18.315258,17.589397,0.0782,-0.422,-1.912,0.003224,0.976,0.26204135778699283
203.7980206094624,-45.48095374679787,20.172634052908325,16.738093474597356,1838,16.561613,17.099762,15.881751,0.1338,-8.514,-2.586,0.002848,1.046,0.5531026672822446
202.98542851409294,-45.48454175075447,7.463838330341159,17.817594440355695,9652,18.12924,18.48703,17.58043,0.2682,-10.291,-0.474,0.003148,0.992,0.1551035336913706
202.23028668422148,-45.482751431749215,7.080017905128591,17.874914109966205,6467,18.205797,18.599957,17.679787,0.4885,-7.368,-3.524,0.003248,1.001,0.2681466295175699
202.11133576492517,-45.48211140903824,53.12363553054436,15.686780528900997,7451,16.07816,16.425123,15.563505,0.3896,4.07,-4.25,0.002814,1.044,0.33286674783765496
202.05841693030058,-45.48148145262916,5.431913117137837,18.16261796289305,7499,17.986696,18.491566,17.317062,0.1772,-2.757,-4.135,0.003103,0.992,0.34051314632981206
201.97327120778047,-45.480949933960815,219.75562300677194,14.145150008956147,5696,13.971988,14.494042,13.294894,0.21,-5.291,-0.568,0.002762,1.053,0.2425808587784708
203.46128328089185,-45.48319512189593,19.30878476956356,16.785612646006847,1415,17.067059,17.46547,16.512194,0.4652,-14.358,-3.17,0.002872,1.004,0.27850861307620783
