ra,dec,flux_aperture,mag_inst,gaia_idx,gaia_G,gaia_BP,gaia_RP,gaia_Plx,gaia_pmRA,gaia_pmDE,gaia_e_Gmag,gaia_RUWE,distance_arcsec
202.74893097009743,-45.53345670031806,11.050397473562068,17.39155525121107,5080,16.178476,16.992418,15.292817,1.5903,-18.591,-7.357,0.002821,1.093,0.27774285078576516
202.59103621029152,-45.53324254675354,138.16788964520686,14.648982189260309,5322,14.9842,15.342359,14.45924,0.7186,-13.732,-5.249,0.002776,0.958,0.2588957870738305
202.57854433508123,-45.53312764453307,64.49782599246171,15.47613730935548,5323,15.694563,16.087173,15.131183,0.733,-17.927,-2.464,0.002796,0.972,0.1953399764702827
203.2467320425209,-45.53288574548308,12.625448178667437,17.24688299082308,1330,17.17628,17.794735,16.425486,0.6059,-10.859,0.218,0.002959,1.025,0.18547117942017596
202.05110130972542,-45.530436522096615,570.0204317947494,13.110273943026108,7406,13.782773,14.034756,13.373212,0.669,-9.044,-2.712,0.002774,1.039,0.2570157398214161
201.87138897862187,-45.52908665631027,5.419812515276384,18.16503934128585,5657,18.711212,19.127285,18.159615,0.5181,-5.516,-1.953,0.003544,0.996,0.47993918508350186
203.38253727157678,-45.53204336599026,9.188313620696597,17.591910474088465,1372,17.421526,17.811285,16.87486,0.1328,-10.793,-2.611,0.00305,0.915,0.4506536341930266
202.0197297294149,-45.5297774210421,52.73171557844617,15.694820247653904,7403,16.03239,16.403128,15.482863,0.398,-27.07,2.175,0.00281,1.111,0.32954776294486177
202.44492423158744,-45.532024935838535,7.505961988200806,17.811484098179648,6585,18.61055,18.870848,18.172096,0.2971,-8.059,-1.503,0.003574,0.948,0.44005925639775634
201.88766894518875,-45.528564917775576,11.683783732894106,17.331041226053078,5646,17.686691,18.079256,17.140862,0.245,-4.452,-1.249,0.003094,1.007,0.2228313809563731
202.4676317604775,-45.532071012044575,5.767092967768409,18.09760761882545,6581,17.90871,18.459116,17.250622,0.5546,1.489,-2.492,0.003147,1.004,0.3880571055073752
202.383541215469,-45.53166753112194,9.08935848633044,17.603666918907372,6679,17.976406,18.3463,17.465536,0.1258,-9.902,-2.605,0.003152,1.079,0.4899991393737944
202.1832356093751,-45.53076735447362,33.18474800943213,16.197653689629593,6322,16.567415,16.910107,15.939197,0.46,-9.867,3.396,0.002852,1.0,0.2002471766947934
201.97969731773821,-45.52911447968054,36.474099115624554,16.095038565166224,5595,16.337915,16.735662,15.759115,0.567,-6.503,1.44,0.002848,0.992,0.28653038577511875
203.13513683782176,-45.53235250388706,17.099323718888556,16.91755266421252,9304,17.244864,17.626032,16.698595,0.35,-9.263,-1.692,0.002898,0.971,0.27537406759887006
202.98888896924055,-45.53235804014105,294.0190283435793,13.829061404945442,9561,13.558499,14.122901,12.847609,0.2547,-2.118,-1.726,0.00276,1.034,0.26471992523349314
202.80153699377757,-45.53219091559673,10.130721147730247,17.485899096526264,10567,17.894451,18.260391,17.37602,0.0995,-6.491,0.066,0.003035,0.95,0.2667192881746449
202.62008550421078,-45.531848018976284,7.41439820934991,17.82481023192659,5330,18.118128,18.457956,17.548706,0.4323,-7.531,0.104,0.003218,0.974,0.1549672140333237
203.19422702448847,-45.53179694398823,148.45308523311428,14.571026930571712,9791,14.236624,14.809989,13.525485,0.5498,-9.42,-0.359,0.002764,0.976,0.24730922248775797
202.66939316075957,-45.53208859072035,212.0866067787153,14.18371689053922,5347,14.44668,14.815064,13.878504,1.1333,-27.991,0.889,0.002814,1.291,0.2090246727569935
202.2050689957009,-45.53013701155599,13.175020065762386,17.200621786685755,6385,16.769709,17.370617,16.037846,0.9316,-9.772,-5.681,0.002856,0.978,0.2623780910298678
203.50552950268204,-45.53037298633344,1.9290807027266512,19.286624008314927,1111,18.453196,19.40256,17.522627,0.8611,-2.193,0.49,0.003478,0.945,0.24271856138586345
202.85476670405203,-45.53203629726795,126.37977346084091,14.74580606863896,10585,17.687359,17.936743,17.01358,0.1407,-4.18,-1.606,0.003164,1.007,0.5017327648741239
202.62010507168284,-45.53186301003259,7.36243490649317,17.832446329776065,5330,18.118128,18.457956,17.548706,0.4323,-7.531,0.104,0.003218,0.974,0.22085431788769544
202.47357351350576,-45.53119428406809,24.41635458498329,16.530797941657926,6621,16.812248,17.197094,16.273758,0.4699,-4.698,-1.434,0.002867,1.119,0.2367363000557296
201.90603106091672,-45.52775324783668,8.166389476460642,17.71992477818676,5673,17.713388,18.210245,17.072655,0.3906,-7.585,3.103,0.003056,0.966,0.3419659244100952
203.42544821281797,-45.530701974920504,7.05524450301729,17.87871982737697,1390,18.40657,18.713682,17.905916,0.3471,-12.128,-1.889,0.003317,1.048,0.36192070178455304
202.85616400803127,-45.531887752282216,375.62213839368474,13.563122048077373,10586,14.255348,14.513947,13.831071,0.469,-21.07,2.849,0.002768,1.118,0.17727189346412475
202.36924244214578,-45.530806983440655,27.37232391817982,16.406720823241162,6119,16.76965,17.12258,16.237915,0.2452,-6.577,-1.612,0.002885,1.072,0.24370645811856428
203.5332076652855,-45.52991182878363,4.10431248797234,18.466898952416628,2343,18.81343,19.305822,18.243189,0.0297,-6.095,-1.574,0.003604,0.94,0.5791359105994486
203.33176685052484,-45.53075574937765,4.966534286755868,18.259866404990387,1447,18.45243,19.020231,17.76595,0.2481,-6.577,-8.151,0.003372,1.022,0.16819616374549698
202.44715585275992,-45.53087102393705,3.9194700219737193,18.516931632225255,6586,17.616098,18.59988,16.63834,1.8342,-19.833,-3.996,0.003013,0.978,0.17024646398527202
202.33424749727627,-45.53038606720798,97.06278520045888,15.032368127084109,6141,15.599666,15.956565,15.073006,0.4818,0.546,-0.007,0.002804,1.006,0.23425214783884332
202.23576240675064,-45.5299492241611,8.932731281581866,17.62253932612675,6393,17.906532,18.271135,17.359585,0.5067,-12.19,-5.416,0.003187,1.014,0.2219629345426779
202.20738945153545,-45.52975426917479,2.5563809896533436,18.980936051736805,6386,17.193638,18.717203,16.004086,4.5266,-11.705,-15.858,0.003006,1.15,0.5578326333313846
203.00583816668745,-45.531584434042756,7.409030529244649,17.825596539195075,9569,17.268858,17.93064,16.502207,0.8355,-6.634,-7.071,0.002872,1.102,0.13850176481035442
202.72299810177688,-45.531370984417705,6.708310106933007,17.933467173356483,5083,17.047546,17.778961,16.23068,1.0149,-14.399,1.5,0.002894,1.078,0.22142662356147433
202.56313052661662,-45.531139542298135,4.707835448909758,18.317946813188733,5267,18.604158,18.959126,18.103558,0.4437,-6.012,-2.344,0.003615,1.046,0.17899510594716003
202.50547197684972,-45.530952487867395,14.293472829898228,17.11215559882988,5281,16.993698,17.509592,16.31601,0.6985,2.329,-4.248,0.002902,0.993,0.20018465872582852
203.33167743182165,-45.53081438766168,4.8898415237345265,18.276763039532185,1447,18.45243,19.020231,17.76595,0.2481,-6.577,-8.151,0.003372,1.022,0.2866687627377913
202.26837652302223,-45.529617387057826,39.506597892195586,16.00832591986239,6373,16.293024,16.6952,15.731652,0.3419,-7.363,0.364,0.002832,1.017,0.14340461518911268
202.93003736779093,-45.531229669617524,41.305811310774466,15.959972107983752,9493,16.119919,16.536026,15.539809,0.398,-13.223,-2.492,0.0028,0.967,0.2709163144170487
202.80947638041556,-45.53127472184515,262.8144352707077,13.950876961305333,10576,14.516974,14.807564,14.059682,0.5123,-2.995,-5.968,0.00277,1.296,0.26539270133686277
202.62579718142885,-45.53096732146192,7.747213174474964,17.777136234238398,5331,17.996521,18.380646,17.453259,0.0633,-6.433,-0.548,0.003173,0.969,0.22164982610405298
203.2934798193491,-45.53027433953289,5.16484904625223,18.21735591783635,1315,18.870281,19.2293,18.251045,0.3728,-5.87,-0.658,0.003618,1.051,0.8198496765412423
202.7382930152051,-45.531067159438805,3.633604575548417,18.599155840587155,5084,18.751825,19.13614,18.240654,0.5132,-2.801,-1.357,0.003506,0.969,0.12630626830001956
202.81898170476896,-45.53114534786106,4.27211597868628,18.4233924141393,10558,18.730997,19.090902,18.210447,0.502,-5.802,1.23,0.003529,0.912,0.6384418708052049
202.5972772970819,-45.5306410265038,75.02822451400964,15.311938326692406,5326,15.077951,15.627726,14.375009,0.2601,-11.466,0.552,0.002777,0.9,0.2247096610962211
202.42009258989728,-45.53003035512894,41.2413583432993,15.961667597600316,6596,15.998039,16.460953,15.369819,0.8044,-21.848,-0.685,0.00281,1.091,0.24552473787492146
203.64644564389187,-45.527976828827995,14.496955531762067,17.096807983126073,1749,17.432728,17.81937,16.866785,0.2701,-9.371,-4.688,0.002982,0.923,0.48992572270536977
202.14046933728653,-45.528299887869146,15.873189912163422,16.998339469174354,6337,17.30057,17.666933,16.774075,0.2942,-8.69,-5.299,0.002902,1.079,0.40820467512075065
203.29322064728092,-45.52998306527254,5.290503560318018,18.19125747251001,1315,18.870281,19.2293,18.251045,0.3728,-5.87,-0.658,0.003618,1.051,0.41794995731729256
202.74633944495156,-45.530906276337795,2.8136109703489636,18.87683987836469,5085,18.827467,19.230217,18.281214,0.2757,-7.681,-5.041,0.003509,0.906,0.4881933401609153
202.63237974577063,-45.5301355802367,4.1459760535095995,18.455933026598668,5308,18.563213,18.96295,17.9523,0.1092,-9.906,0.807,0.003551,0.93,0.11276675664971206
202.24437191107387,-45.52889889447867,9.97903861435043,17.50227824210992,6389,17.98395,18.326542,17.46951,0.3689,-6.011,0.343,0.003212,0.961,0.19562333820510333
202.1795306105001,-45.52841498326596,29.065523298573694,16.341554633886606,6326,16.487225,16.896227,15.907042,0.5769,-11.046,1.103,0.002839,0.955,0.287215190086589
202.57880802664758,-45.53007569404223,1015.6896973385966,12.483097381993101,5393,13.131484,13.395328,12.710038,0.9148,6.906,-0.674,0.002772,0.902,0.2480612038885682
202.272343842765,-45.52898541957386,64.85405330503204,15.470157189541816,6374,15.856758,16.221132,15.327457,0.5726,-11.602,-1.509,0.002802,1.085,0.24172084730140717
203.71694243312007,-45.527322958708695,1.8360211503730048,19.34030580037397,1856,18.689947,19.617485,17.770447,0.6166,-3.768,-4.257,0.003597,1.003,0.8789090943161176
203.6463933663369,-45.527960923619666,14.461756429495404,17.099447393233653,1749,17.432728,17.81937,16.866785,0.2701,-9.371,-4.688,0.002982,0.923,0.35339260619817564
203.642761373939,-45.527855944288035,20.45704747371127,16.722892617463906,1750,17.137213,17.520905,16.604836,0.1195,-7.58,-4.796,0.002906,1.056,0.38996346658309333
202.55975011961863,-45.529943744318366,16.6136480803368,16.948837483103446,5268,17.068993,17.488663,16.485212,0.3087,-7.244,1.53,0.002918,1.045,0.20483181071110515
202.12553084029057,-45.52776718576339,2.885604109885299,18.849408130301768,6334,18.702501,19.190016,18.048145,0.6833,-6.083,-3.086,0.003472,1.071,0.7290225456726451
202.12138091945454,-45.52786984442686,21.07651086354487,16.690503208279402,6335,17.02813,17.406424,16.495138,0.4287,-4.996,-0.337,0.002865,1.042,0.3259882254895469
203.7166605448593,-45.52711238449276,2.0828396298784133,19.20336041910167,1856,18.689947,19.617485,17.770447,0.6166,-3.768,-4.257,0.003597,1.003,0.16037567716524712
203.31076339548602,-45.52940094945294,8.663041886210396,17.65582396439222,1319,18.065327,18.407978,17.522022,0.173,-3.952,-3.188,0.003184,1.022,0.25100485054551125
203.143414655905,-45.530017234618185,19.81235586041082,16.75765970004969,9851,16.737953,17.218918,16.104403,0.5155,-9.534,-3.408,0.002852,1.028,0.1642253100496267
202.61855888838187,-45.52972082314463,4.1579855267818955,18.452792566735923,5329,18.508287,18.915487,17.945396,0.1438,0.828,-0.257,0.003491,0.941,0.19021779908861275
203.47242716540543,-45.52843490806155,112.82200763213805,14.86901544101945,1125,14.82718,15.317101,14.171136,0.5711,-17.443,0.913,0.002767,1.042,0.33912720040893857
203.77924986052852,-45.526300430911775,14.490062509600241,17.09732435247815,1790,16.13353,16.568203,15.540073,0.4354,-10.094,-0.962,0.002821,0.966,0.9801910924174573
202.61857288892895,-45.529696867809946,4.177323465912259,18.447754735906422,5329,18.508287,18.915487,17.945396,0.1438,0.828,-0.257,0.003491,0.941,0.10012336648307167
201.9012420039611,-45.525676588685386,38.21176451312554,16.04450726833697,5640,15.944284,16.436722,15.267878,0.3602,-6.177,-2.075,0.002813,1.093,0.19341647516980454
202.27584058300127,-45.52820038157361,25.84323167116903,16.46913294793437,6375,16.464869,16.935226,15.833003,0.2864,-3.881,-3.555,0.002841,0.981,0.19012552565417892
202.12570029081644,-45.52739334633841,2.687039872002809,18.92681472291433,6334,18.702501,19.190016,18.048145,0.6833,-6.083,-3.086,0.003472,1.071,0.7208165963796275
203.29008908459227,-45.52891082494741,8.729596657793518,17.64751455491072,1334,18.238094,18.584028,17.68099,0.327,-5.458,3.152,0.003236,1.059,0.23627239287242136
202.7965410131572,-45.529536502844046,6.788901133822277,17.920501289664976,10570,18.133049,18.541405,17.605133,0.2694,-9.958,0.422,0.003085,1.015,0.16395924338485965
203.65913457662458,-45.52672621781296,4.469040685630457,18.374464228862752,1758,17.554817,18.362535,16.66764,1.1397,-17.01,5.233,0.003036,0.976,0.6152576935988373
203.28763482009344,-45.52873246760232,22.639128208237384,16.61285075263148,1335,17.069258,17.40964,16.53168,0.2713,-13.483,4.013,0.002903,1.089,0.29800172093258726
201.93991148011924,-45.52542868241061,15.957625159582244,16.992579351508876,5610,17.250462,17.630913,16.691,0.5319,-6.631,0.337,0.002927,1.053,0.3049434470669103
202.04101416093337,-45.52620471632289,1.5580656240886066,19.51853563555661,7404,18.629515,19.336603,17.843433,0.17,-8.868,-2.116,0.003531,0.884,0.2045832499182909
201.88860337389983,-45.52463541822657,4.103600596242472,18.467087289359032,5647,18.883862,19.315422,18.385283,0.2218,-6.939,1.381,0.00387,0.988,0.41887380846150796
203.6617819822049,-45.52633362663405,24.016049801773676,16.54874606126795,1759,16.676384,17.12551,16.062578,0.6369,-13.589,-4.992,0.002853,1.055,0.4100930473572822
203.47807163618228,-45.527230110539264,2.7821221615532785,18.88905951065584,1123,18.47976,19.10493,17.703539,0.225,-7.092,-4.264,0.003328,1.014,0.283368643267337
202.67744017206357,-45.528796196171335,30.982857402210563,16.27219632951251,5348,16.599821,16.957418,16.071236,0.2419,-6.801,0.169,0.002848,0.996,0.3057405013528257
202.58239135643848,-45.52859375579239,41.830842167360885,15.946258479535794,5394,16.121061,16.536186,15.535939,0.3302,-10.031,-4.082,0.002818,0.941,0.23637086453691641
203.14785089471488,-45.52846531554175,113.69707718177024,14.860626749012875,9852,14.573146,15.140344,13.85631,0.3337,-9.809,-1.277,0.002766,1.119,0.26368939600027175
202.68871799361523,-45.52872503824333,22.625626456037196,16.61349846813264,5095,16.868805,17.27895,16.276022,0.1713,1.071,-3.78,0.002872,1.041,0.20436550342047685
202.68389570205122,-45.52855008117956,7.227779135750793,17.852487817348457,5092,18.541277,18.860214,18.036446,0.2346,-2.57,-3.132,0.003352,0.997,0.29236558993891276
202.27251074196633,-45.527139617050665,97.3968133368447,15.028638130719802,6376,15.37038,15.731231,14.848631,0.5165,-12.048,-0.983,0.00278,1.032,0.25511523253058893
201.98885395643705,-45.525317595001844,14.970387960734923,17.0619173616897,5594,17.506065,17.854809,16.930954,0.2245,-4.049,4.538,0.002995,1.082,0.24160195398072276
201.888692693894,-45.52464570716244,4.017489580016185,18.49011310240651,5647,18.883862,19.315422,18.385283,0.2218,-6.939,1.381,0.00387,0.988,0.32318301902522306
203.13413414038652,-45.52816710470384,1.8049901999192202,19.3588128792561,9302,18.876904,19.537981,18.08952,0.9299,-13.97,3.026,0.003575,0.971,0.8899290122801807
202.6329623502997,-45.52836386626524,3.9326755178957162,18.513279713531574,5309,18.588015,18.950577,18.054287,0.4411,-7.246,-3.623,0.003666,1.084,0.2688405810514792
203.63012036771252,-45.526055013249106,13.043490685091141,17.21151541904758,2365,17.033792,17.581745,16.343443,0.855,-7.394,-1.816,0.002919,1.005,0.3270795589141643
203.5402916158604,-45.526499279881335,4.336851111894887,18.40706371829017,2344,18.48825,18.937973,17.812864,0.2218,-8.177,-0.218,0.003407,0.971,0.19634657180870013
203.46620539931652,-45.52692649520973,37.67972187199774,16.059730778887058,1118,15.822838,16.372734,15.122771,0.0909,-5.83,-1.958,0.002788,1.08,0.44640742557930574
203.05060707742365,-45.528384183869484,141.29629950506376,14.624673030012932,9581,14.135646,14.757227,13.384778,0.3123,-2.088,-1.329,0.002764,1.05,0.2638753618226102
203.033836500732,-45.528366892324435,11.918374319370148,17.309457447108695,9554,17.237606,17.7537,16.554344,0.1212,-7.802,-1.775,0.002903,1.003,0.31302981663729407
202.16911836620568,-45.526241079753355,10.898900000232356,17.406543330353188,6327,17.127926,17.694004,16.43292,0.7093,-8.382,-0.178,0.002903,0.968,0.2516112597310709
201.9109714847098,-45.52443305819772,52.32275345514971,15.703273523953541,5676,16.025064,16.393503,15.492063,0.5642,-17.219,-3.923,0.002816,0.982,0.3269791539318418
203.84199801941688,-45.52446955691487,44.10445762434973,15.888793785748426,1565,16.923231,17.052011,16.704243,0.1576,-1.543,-2.439,0.002964,0.964,0.48436482714126444
203.67698001842652,-45.52555764301192,4.387917060854197,18.39435397479798,1755,18.879692,19.27383,18.38485,0.0893,-6.897,-4.18,0.003823,0.938,0.7318885349399001
203.63017608473226,-45.52599767626464,13.148303934441191,17.202825663444305,2365,17.033792,17.581745,16.343443,0.855,-7.394,-1.816,0.002919,1.005,0.46100096902595933
203.37574544011892,-45.52736445971098,4.860693224358203,18.28325446980348,1373,18.535744,18.911446,17.94413,0.3224,-3.886,-0.708,0.003351,1.112,0.5236503996157392
203.1343025199106,-45.52823392926269,1.8789632895170845,19.315204262192104,9302,18.876904,19.537981,18.08952,0.9299,-13.97,3.026,0.003575,0.971,0.9627649629134533
202.14236530064372,-45.52597729466483,52.954858577137365,15.69023546866069,6339,15.660208,16.135893,15.019177,0.8234,-6.38,-5.541,0.002784,1.016,0.29926428193176663
203.8396909574765,-45.524028470183914,29.60687070281479,16.32151873230989,1566,16.675781,17.042969,16.15216,0.3643,-1.659,0.039,0.00288,0.961,0.6453430119087389
202.8244739283115,-45.528115575682456,11.986355141271911,17.303282147056624,10559,17.351326,17.82193,16.688251,0.4261,-5.205,-0.818,0.003036,1.181,0.3815019137535563
202.43084577385707,-45.52734605747354,3.1993485238599355,18.737346117679753,6603,18.059994,18.687897,17.338615,0.4249,-13.045,-3.381,0.003186,0.993,0.18278443406444048
202.4175171313692,-45.52717565544449,2.9025160701385655,18.84306341760688,6598,18.095974,18.923677,17.15246,0.813,-10.434,-9.746,0.003232,1.086,0.4427607663665251
203.54040272996642,-45.526439282859734,4.390275278186216,18.39377061961534,2344,18.48825,18.937973,17.812864,0.2218,-8.177,-0.218,0.003407,0.971,0.19006908361225422
202.68583139850483,-45.52780711728588,32.94619732017978,16.205486762092463,5094,16.530754,16.907166,16.007978,0.5616,-10.394,-3.244,0.00284,0.992,0.26266665551260365
203.8396173377865,-45.523992425133706,29.626202564519662,16.32081003016949,1566,16.675781,17.042969,16.15216,0.3643,-1.659,0.039,0.00288,0.961,0.4913527487756913
