source_id,filter,ra,dec,x,y,flux,flux_err,mag,mag_err,snr,aper_radius_arcsec,aper_radius_pixels
T17-2433,F660,202.301625,-45.407513888888886,8174.718558633395,1682.2944086906364,2.492667913796071,0.25752163002012607,23.288338941538942,0.11216919657595968,9.679450668284687,3.0,5.454545454545454
T17-2515,F660,202.48916666666665,-45.51116944444444,7309.553952448658,1008.9702313711432,1.2072799309421685,0.26101878965865816,24.075480046861106,0.23474054590917195,4.625260627868834,3.0,5.454545454545454
T17-2479,F660,202.39904166666665,-45.51761666666666,7722.728528344982,964.5008504201714,7.563466564722882,0.2629217791824291,22.083197771542192,0.03774244154251043,28.766983808804014,3.0,5.454545454545454
T17-2518,F660,202.5057083333333,-45.44765833333333,7235.6072794676,1425.0984292142803,1.0192846327919245,0.25687187209834866,24.259261308409414,0.2736184599950798,3.968066353336151,3.0,5.454545454545454
T17-2601,F660,202.667625,-45.35432777777777,6493.656467752844,2038.7986961921483,1.5615335514909754,0.25144149086268563,23.796121699940766,0.17482757879093572,6.210325694989385,3.0,5.454545454545454
T17-2600,F660,202.66666666666663,-45.3468611111111,6498.195194701008,2087.663665119291,4.122325057323051,0.2513859023498247,22.742144414558137,0.06620991109425925,16.398393938521213,3.0,5.454545454545454
T17-2460,F660,202.358625,-45.436005555555546,7911.56183948851,1497.5859367256326,1.9233987194671487,0.25794003393057324,23.56982669357045,0.14560414887483603,7.45676694756444,3.0,5.454545454545454
T17-2402,F660,202.234875,-45.35133055555555,8484.41572341077,2047.7272822203645,2.1408437586883053,0.2566073524310768,23.453537567186036,0.13013929288901124,8.342877701695329,3.0,5.454545454545454
T17-2279,F660,201.99054166666664,-45.41517777777777,9603.821361344302,1619.0170805314187,1.5058787438299492,0.2630157731131758,23.83552499232646,0.18963395855175985,5.725431315413806,3.0,5.454545454545454
T17-2342,F660,202.1243333333333,-45.26417222222221,8998.264464700154,2613.812190896179,1.534281324556432,0.25578106818554974,23.81523750302008,0.18100381056325937,5.998416284052061,3.0,5.454545454545454
T17-2352,F660,202.14154166666663,-45.24707777777777,8920.002790622208,2726.4474436458413,4.908656126235895,0.25510982108376823,22.55259347786255,0.05642725051763079,19.241345179823877,3.0,5.454545454545454
T17-2454,F660,202.3430833333333,-45.27316111111111,7990.041425994873,2563.0951079305128,3.151912472139661,0.2522429525371615,23.03356462817397,0.08688988301085906,12.4955422557358,3.0,5.454545454545454
T17-2511,F660,202.4760833333333,-45.2631,7377.715745147672,2632.555963310478,5.505223010857609,0.25087022668469133,22.42806270879545,0.04947644941363001,21.944505267167084,3.0,5.454545454545454
T17-2545,F660,202.5758333333333,-45.19275555555555,6919.890793824722,3095.053732000783,1.9228677015629798,0.24877968148696053,23.570126488386766,0.14047201842281395,7.729199145484735,3.0,5.454545454545454
T17-2492,F660,202.4293333333333,-45.23053611111111,7594.29567168231,2844.5618376752413,2.6410063849860155,0.2503444091508675,23.22557637206709,0.10291833833461879,10.549492173377997,3.0,5.454545454545454
T17-2505,F660,202.455,-45.18735555555555,7477.467053678768,3127.8582725278106,0.9913593627048851,0.2501318411115107,24.28942221860729,0.27394424875010753,3.963347322354412,3.0,5.454545454545454
T17-2517,F660,202.5028333333333,-45.17933055555555,7257.042513447415,3181.4937398373418,8.960769900282108,0.24879418305353931,21.89913668648095,0.030145272680860254,36.01679826394411,3.0,5.454545454545454
T17-2428,F660,202.29366666666664,-45.25270833333333,8218.64981238507,2695.379660104799,2.797364698274447,0.25236214275445135,23.163127275148124,0.09794887140309708,11.084723991253657,3.0,5.454545454545454
T17-2467,F660,202.36766666666665,-45.218263888888885,7879.081261649852,2923.1836688997364,3.553373125499445,0.25090276024213853,22.903397966474227,0.0766635534877439,14.162351669906677,3.0,5.454545454545454
T17-2459,F660,202.3584583333333,-45.15989999999999,7924.008920040369,3304.943349939016,1.1644113187155745,0.2502169066317206,24.114733954081384,0.23331064393320539,4.653607681392218,3.0,5.454545454545454
T17-2475,F660,202.38979166666664,-45.10320555555555,7781.643174893443,3676.957017924711,1.4261368096788325,0.24936978133900628,23.89459702625489,0.18984840594174862,5.718964030128686,3.0,5.454545454545454
T17-2668,F660,202.81191666666663,-45.45665,5829.347594109908,1370.171222831128,3.3290369838174523,0.25522670526154745,22.97420345009375,0.08323995067361183,13.043450842677183,3.0,5.454545454545454
