Filter,Median_ZP,MAD,STD_MAD,Mean_ZP,STD,Mean_Clipped,Median_Clipped,STD_Clipped,N_Stars,Min,Max,Q25,Q75
mag_F378,19.6109,0.0421,0.0624,19.6095,0.0606,19.6097,19.6109,0.0551,100,19.4125,19.7878,19.5634,19.6445
mag_F395,19.7166,0.0377,0.0559,19.7214,0.0656,19.7218,19.7166,0.0544,100,19.4374,19.9671,19.6798,19.7555
mag_F410,20.7095,0.0111,0.0165,20.7106,0.0317,20.7103,20.7095,0.0158,100,20.5484,20.8976,20.6991,20.7212
mag_F430,20.8812,0.0135,0.0199,20.8796,0.0345,20.8795,20.8812,0.0207,100,20.6880,21.0806,20.8668,20.8935
mag_F515,21.0647,0.0104,0.0155,21.0673,0.0306,21.0669,21.0647,0.0170,100,20.9060,21.2658,21.0576,21.0767
mag_F660,20.6299,0.0082,0.0121,20.6293,0.0229,20.6293,20.6299,0.0117,100,20.4914,20.7712,20.6211,20.6373
mag_F861,21.2076,0.0086,0.0127,21.2076,0.0198,21.2081,21.2078,0.0114,100,21.0878,21.3124,21.2005,21.2167
