Filter,Median_ZP,MAD,STD_MAD,Mean_ZP,STD,Mean_Clipped,Median_Clipped,STD_Clipped,N_Stars,Min,Max,Q25,Q75
mag_F378,19.4120,0.0367,0.0545,19.4158,0.0892,19.4131,19.4120,0.0504,100,19.0450,20.0547,19.3772,19.4501
mag_F395,19.4960,0.0366,0.0543,19.5022,0.0871,19.4955,19.4952,0.0563,100,19.3676,20.1651,19.4631,19.5352
mag_F410,20.4819,0.0157,0.0233,20.4891,0.0712,20.4816,20.4816,0.0210,100,20.4242,21.1635,20.4686,20.4984
mag_F430,20.7099,0.0161,0.0239,20.7131,0.0643,20.7071,20.7091,0.0251,100,20.6345,21.3028,20.6921,20.7234
mag_F515,20.9148,0.0109,0.0161,20.9201,0.0482,20.9155,20.9147,0.0160,100,20.8781,21.3724,20.9040,20.9256
mag_F660,20.4727,0.0082,0.0122,20.4760,0.0275,20.4735,20.4727,0.0123,100,20.4399,20.7215,20.4650,20.4815
mag_F861,21.0727,0.0059,0.0087,21.0753,0.0198,21.0732,21.0721,0.0091,100,21.0381,21.2353,21.0680,21.0795
