Filter,Median_ZP,MAD,STD_MAD,Mean_ZP,STD,Mean_Clipped,Median_Clipped,STD_Clipped,N_Stars,Min,Max,Q25,Q75
mag_F378,19.5190,0.0314,0.0466,19.5251,0.0795,19.5187,19.5180,0.0479,100,19.3965,20.1587,19.4868,19.5482
mag_F395,19.5437,0.0363,0.0537,19.5542,0.1098,19.5446,19.5436,0.0537,100,19.4324,20.5088,19.5061,19.5747
mag_F410,20.5438,0.0152,0.0225,20.5539,0.1062,20.5435,20.5437,0.0227,100,20.4949,21.5868,20.5263,20.5576
mag_F430,20.7486,0.0149,0.0221,20.7580,0.1057,20.7459,20.7480,0.0224,100,20.6835,21.7790,20.7325,20.7618
mag_F515,20.9413,0.0133,0.0197,20.9524,0.0928,20.9421,20.9409,0.0184,100,20.9004,21.8490,20.9319,20.9553
mag_F660,20.5502,0.0100,0.0149,20.5562,0.0473,20.5501,20.5493,0.0141,100,20.5215,20.9879,20.5416,20.5608
mag_F861,21.1411,0.0068,0.0101,21.1463,0.0378,21.1408,21.1408,0.0109,100,21.1205,21.4810,21.1344,21.1480
