Filter,Median_ZP,MAD,STD_MAD,Mean_ZP,STD,Mean_Clipped,Median_Clipped,STD_Clipped,N_Stars,Min,Max,Q25,Q75
mag_F378,19.6212,0.0379,0.0562,19.6173,0.1095,19.6243,19.6212,0.0525,100,18.9554,19.9130,19.5842,19.6595
mag_F395,19.7454,0.0336,0.0499,19.7399,0.0785,19.7393,19.7446,0.0492,100,19.4040,20.0460,19.7087,19.7726
mag_F410,20.7132,0.0160,0.0238,20.7223,0.0567,20.7134,20.7121,0.0213,100,20.6499,21.0982,20.6981,20.7308
mag_F430,20.9016,0.0133,0.0197,20.9131,0.0488,20.9040,20.9007,0.0193,100,20.8626,21.2311,20.8903,20.9220
mag_F515,21.0726,0.0126,0.0187,21.0865,0.0715,21.0719,21.0708,0.0157,100,21.0417,21.5783,21.0618,21.0858
mag_F660,20.6036,0.0102,0.0151,20.6120,0.0367,20.6054,20.6020,0.0148,100,20.5625,20.8477,20.5965,20.6156
mag_F861,21.0906,0.0120,0.0178,21.0969,0.0374,21.0907,21.0897,0.0164,100,21.0526,21.3561,21.0793,21.1027
