source_id,ra,dec,spectrum_file,mag_F378,mag_F395,mag_F410,mag_F430,mag_F515,mag_F660,mag_F861,flux_F378,flux_F395,flux_F410,flux_F430,flux_F515,flux_F660,flux_F861,distance_arcsec,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_ruwe,gaia_parallax,gaia_pmra,gaia_pmdec
6087853156945620992,199.2100380113611,-45.54772554956487,gaia_spectra_CenA03/gaia_xp_spectrum_6087853156945620992.dat,-4.100246214489292,-4.291751178127968,-5.805074418362784,-6.000042636883287,-6.612654155714849,-6.470773729697894,-7.1017597032705275,43.661483300064745,52.08353720302586,209.9083753766442,251.19850752787198,441.6331471512202,387.53371523088055,692.9531627666988,0.13672475563148542,14.156061,14.431675,13.724498,0.9829894,0.6437443609806944,-2.976771736647186,-2.1951254123724073
6087844532650951168,198.81215906698947,-45.52903318979172,gaia_spectra_CenA03/gaia_xp_spectrum_6087844532650951168.dat,-3.983206671449463,-4.4344540312958465,-5.746401337263375,-5.927664065314127,-6.378072056266805,-5.98555305414965,-6.538589467557264,39.199693253406004,59.399339050555504,198.8659983972252,234.99879000770414,355.8187441405437,247.8684332545884,412.5112404099297,0.06646804018511103,14.527147,14.705706,14.2379675,1.0103952,0.39114773524085616,-6.460068479403423,4.027590689302025
6087844395211998848,198.85297319747062,-45.520994534971905,gaia_spectra_CenA03/gaia_xp_spectrum_6087844395211998848.dat,-3.9628685677325253,-4.117258499884801,-5.638050216116613,-5.778777012056528,-6.4827613590388555,-6.414203413995252,-7.0990924822462445,38.47223590513604,44.35099831108741,179.97827559594108,204.88530227858814,391.83618878693864,367.858982793515,691.252942329842,0.14918353380467458,14.23509,14.551208,13.753651,1.036054,1.2295673101999858,-14.003718384501964,-4.540671430001547
6087860475569989632,199.40908592961736,-45.37667554193508,gaia_spectra_CenA03/gaia_xp_spectrum_6087860475569989632.dat,-3.944176771390114,-4.149738450786144,-5.577052154428358,-5.773008401703037,-6.360146441942181,-6.209861879408397,-6.853100096751609,37.81557501421392,45.697809228403216,170.14565451091204,203.79961567589032,349.99237012048076,304.75072800891814,551.112217218547,0.09746394437044319,14.413894,14.687428,13.988681,0.99782544,0.6584703522793426,-9.64872445957258,-0.8794208977840275
6088051412635799040,198.7589667073622,-45.2279904955134,gaia_spectra_CenA03/gaia_xp_spectrum_6088051412635799040.dat,-3.9087004024345466,-4.05999182147112,-5.566972370494235,-5.781461299267239,-6.472235122601555,-6.378624969066866,-7.074076815429253,36.59992209489398,42.07234591874458,168.57336192140303,205.39247096918598,388.0556839503679,355.99999151906826,675.5083569057937,0.021910469261587965,14.273717,14.592021,13.791222,1.0407597,0.5059098067769492,-0.38396942744268975,-0.18791112899063217
6087862983830929792,199.49093358004743,-45.30957555555756,gaia_spectra_CenA03/gaia_xp_spectrum_6087862983830929792.dat,-3.8525966557363294,-4.026059090654659,-5.494478379298103,-5.67992251344001,-6.315733774690018,-6.202468332808523,-6.876148117122601,34.75671016096002,40.77778542538491,157.6853519290694,187.05486387372235,335.9645929777372,302.68251447329857,562.936290326449,0.1866219726627116,14.443792,14.737836,13.982082,1.0577643,0.8381123526126699,1.8707609370457998,-2.2946856100409176
6087852916427477248,199.1290367689091,-45.49984077720715,gaia_spectra_CenA03/gaia_xp_spectrum_6087852916427477248.dat,-3.832704242239267,-4.0077295802384185,-5.50087931840169,-5.714706824133838,-6.325801194126744,-6.1846024592472135,-6.837568348736224,34.12571008410553,40.09514903436689,158.61772891242273,193.14467077925127,339.09429069070154,297.74260495469423,543.2845309988899,0.15973292804616443,14.436115,14.716658,13.993223,1.056391,0.47458651667501545,-3.9518739727993157,-0.6106576722282504
6087877792878204544,199.34572719975893,-45.20041248451421,gaia_spectra_CenA03/gaia_xp_spectrum_6087877792878204544.dat,-3.815470903015619,-4.076573420718533,-5.670436138078459,-5.864055185637031,-6.648822994172557,-6.6453882440784176,-7.338468146631591,33.58832611732322,42.71981549122136,185.42763329531672,221.62669711822628,456.5929459677643,455.15078660813197,861.7618392692436,0.04197659775925272,14.04321,14.390504,13.534198,1.0623821,1.1102366290689742,-18.89158418320073,-4.342653866798964
6088067596072731648,199.2476313391636,-45.079170980905246,gaia_spectra_CenA03/gaia_xp_spectrum_6088067596072731648.dat,-3.7879196174937553,-4.082762191525954,-5.542000952562912,-5.768566843289814,-6.332759468878785,-6.177142043669672,-6.860850915960743,32.746723061374404,42.9640166890745,164.74050047741449,202.9676097683153,341.27445953475586,295.7037400271369,555.0605560188773,0.12712128770060127,14.4244995,14.702592,13.984797,1.0292159,0.2661875060787986,-7.101425777206171,-0.5740328569721656
6087844154693820032,198.81372234223966,-45.56959749868283,gaia_spectra_CenA03/gaia_xp_spectrum_6087844154693820032.dat,-3.7798856742933493,-3.90166846687227,-5.44601798331226,-5.605448400459807,-6.3280614913331545,-6.265772981935348,-6.9527250515824335,32.505306818854386,36.36364311056053,150.80203193014694,174.65433125591966,339.8009561168315,320.85528172189123,604.0738289247099,0.12196989316173909,14.389524,14.711523,13.899912,1.0231932,1.205042153707331,-7.034790609669336,1.6687904425862548
