Filter,Median_ZP,MAD,STD_MAD,Mean_ZP,STD,Mean_Clipped,Median_Clipped,STD_Clipped,N_Stars,Min,Max,Q25,Q75
mag_F378,19.6262,0.0310,0.0460,19.6262,0.0484,19.6285,19.6262,0.0431,100,19.4022,19.7311,19.5953,19.6549
mag_F395,19.7243,0.0266,0.0395,19.7243,0.0406,19.7256,19.7252,0.0386,100,19.5946,19.8146,19.6980,19.7513
mag_F410,20.7738,0.0146,0.0217,20.7748,0.0221,20.7748,20.7738,0.0221,100,20.7213,20.8180,20.7610,20.7916
mag_F430,20.9387,0.0133,0.0198,20.9360,0.0199,20.9360,20.9387,0.0199,100,20.8937,20.9938,20.9234,20.9475
mag_F515,21.1001,0.0117,0.0174,21.0998,0.0152,21.0998,21.1001,0.0152,100,21.0680,21.1453,21.0876,21.1106
mag_F660,20.6647,0.0077,0.0114,20.6666,0.0115,20.6661,20.6647,0.0102,100,20.6347,20.7192,20.6591,20.6744
mag_F861,21.2794,0.0045,0.0067,21.2809,0.0108,21.2796,21.2790,0.0072,100,21.2647,21.3533,21.2753,21.2847
