source_id,ra,dec,spectrum_file,mag_F378,mag_F395,mag_F410,mag_F430,mag_F515,mag_F660,mag_F861,flux_F378,flux_F395,flux_F410,flux_F430,flux_F515,flux_F660,flux_F861,distance_arcsec,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_ruwe,gaia_parallax,gaia_pmra,gaia_pmdec
6135848385681195776,197.06313601297202,-43.07607587162396,gaia_spectra_CenA06/gaia_xp_spectrum_6135848385681195776.dat,-4.480597888079413,-4.656976537404568,-6.032442492240026,-6.333019359775438,-6.891178689277215,-6.644793480748889,-7.465072001961665,61.978227989692975,72.91059039563403,258.8075829934171,341.3561596208683,570.7835861014365,454.9015245283054,968.3420709540524,0.073204869025096,14.008342,14.304227,13.547122,0.93825954,0.8832301443516606,-13.438994551937075,-9.350262463336577
6135795918360651008,197.14311984340404,-43.24719702915829,gaia_spectra_CenA06/gaia_xp_spectrum_6135795918360651008.dat,-4.449316662835625,-4.620655710661558,-5.982911355288333,-6.312346001147196,-6.876646045966383,-6.666385291294009,-7.502589091701531,60.21804683743893,70.51187840859248,247.26607900581558,334.91793163712885,563.1945174163999,464.03860925013714,1002.3874871016736,0.0769115934159986,14.024983,14.33752,13.5381975,1.0187906,0.7062317586889345,-1.3266689701058318,-4.105555963876807
6135802446711007872,197.22817745583663,-43.054078171286925,gaia_spectra_CenA06/gaia_xp_spectrum_6135802446711007872.dat,-4.423525978558908,-4.646344372124726,-5.992667692452659,-6.29858826668314,-6.786103854904939,-6.469388590251999,-7.266641463955015,58.80447695405926,72.2000916485497,249.4980047993502,330.70084656694985,518.1333441780172,387.0396302292394,806.5969687825939,0.054340275914700156,14.147173,14.407149,13.73213,0.9992782,0.7177725424325537,-6.910471957669213,-3.90056004712189
6135781143673091712,197.12296194614458,-43.42684784834104,gaia_spectra_CenA06/gaia_xp_spectrum_6135781143673091712.dat,-4.319957309072288,-4.472967203575109,-5.959719412548844,-6.274208877294861,-6.899966914284566,-6.7339210533562355,-7.584216693756077,53.454334084783355,61.54416466763536,242.04034596030505,323.3579559899256,575.4224021828078,493.81971142363835,1080.6540302936407,0.263311206082157,14.2274685,14.392721,13.544796,1.0341313,0.8843835747090704,-11.92810933090179,-6.9332878320884195
6135847148730595584,197.03665123920626,-43.125710470923785,gaia_spectra_CenA06/gaia_xp_spectrum_6135847148730595584.dat,-4.2943210856311795,-4.496482281851451,-5.870643246941601,-6.192764836751082,-6.707236121968752,-6.442418211562238,-7.2481321819483915,52.20696350767702,62.89163897788557,222.9755782028601,299.9894174922827,481.83067895274996,377.5437495080634,792.9629075368432,0.028859040375649757,14.20066,14.482057,13.755516,1.292741,0.5594648854146842,-3.5166438323704283,-3.3641533744260954
6135800178968233728,197.08198731037163,-43.17105519655878,gaia_spectra_CenA06/gaia_xp_spectrum_6135800178968233728.dat,-4.284580942474336,-4.487052427206751,-5.834415180237863,-6.146439408585262,-6.673868886325498,-6.395220044492764,-7.202291779475879,51.7407091734389,62.34777663998705,215.65824770225169,287.4589026973464,467.24811126917433,361.48311644549347,760.1804769240911,0.05759419951396885,14.248109,14.524573,13.805513,1.0271813,0.7937426183241914,-3.756387494728628,-0.3581160097542263
6135847492327985152,197.07329290644915,-43.11235284814911,gaia_spectra_CenA06/gaia_xp_spectrum_6135847492327985152.dat,-4.27773367980169,-4.415407855422188,-5.876367444315075,-6.1945689734974785,-6.837286032899978,-6.670659457663878,-7.524583095699382,51.415429958851966,58.36643158546071,224.15425007956426,300.4883157006253,543.1432831645615,465.86896847804405,1022.9001405444159,0.05790274709387696,14.013521,14.35561,13.503939,1.0133518,0.5863767124958201,-4.5725132718244055,0.18668727882029962
6135851134460265344,196.97267650326282,-43.068616971020276,gaia_spectra_CenA06/gaia_xp_spectrum_6135851134460265344.dat,-4.272401418178023,-4.644943403686824,-5.928815831842902,-6.216080607506259,-6.606292991711305,-6.1720143516911685,-6.898382591000721,51.16353783645702,72.10698908986934,235.2482127979378,306.50124503649965,439.053250413418,294.31048925680045,574.5833491250431,0.059928497040982374,14.401265,14.602215,14.065266,1.0121275,0.2696738779147356,-1.3359567403837898,-0.18752702645889419
6137301115419024128,197.57491538951842,-42.9930012515994,gaia_spectra_CenA06/gaia_xp_spectrum_6137301115419024128.dat,-4.222759089289402,-4.419044965563313,-5.8585317504314895,-6.180937314857065,-6.720322873185411,-6.432250267745889,-7.21937567214462,48.87689803959253,58.562281280711844,220.50208489544588,296.7392030302981,487.6734915164941,374.0245482779978,772.2364004597255,0.19776164392408596,14.228195,14.506118,13.789501,1.051399,0.7327234369595335,-14.48112257173386,2.4292298506130257
6137280499575937280,197.43418624344514,-43.377726671507745,gaia_spectra_CenA06/gaia_xp_spectrum_6137280499575937280.dat,-4.196782146546719,-4.371600060799999,-5.847878999050615,-6.171574586269207,-6.76551104069584,-6.5608816285923455,-7.381789650714499,47.721365118990036,56.05831302723818,218.34919726110454,294.19130619201553,508.3986823315284,421.0684013321736,896.8418384744687,0.12457955205421407,14.132709,14.449841,13.650633,1.0111549,0.6325350322424473,-10.413592548774465,1.5708001575178239
6137298572798354432,197.45642734209696,-43.12736040691176,gaia_spectra_CenA06/gaia_xp_spectrum_6137298572798354432.dat,-4.062270045807235,-4.199200238814787,-5.73625544350695,-6.058499785763882,-6.7123370324435925,-6.552907236813926,-7.408867690482584,42.160719940580655,47.82776597335957,197.01630849103583,265.094009801282,484.09969941124655,417.98711542359916,919.4901393199699,0.08496230764161324,14.144349,14.484936,13.63256,0.9564456,1.1584642819596482,-5.172110299357762,-6.411320058682363
6135853539641990144,197.11125065266398,-42.96049483942995,gaia_spectra_CenA06/gaia_xp_spectrum_6135853539641990144.dat,-4.052868486169355,-4.2488222661329615,-5.632586033747239,-5.946499436938692,-6.473385032908352,-6.19109516631783,-6.990973137538896,41.79721974527035,50.06438740599519,179.07477472820136,239.11112059223782,388.46689397930555,299.5284413171297,625.7332817449989,0.1710075694738199,14.441385,14.719555,14.001261,1.0014834,0.6138643715872114,-8.60711274885893,2.5668833414246572
6137288539754761728,197.56536881132214,-43.07639060937086,gaia_spectra_CenA06/gaia_xp_spectrum_6137288539754761728.dat,-4.026442926440268,-4.20349387668073,-5.597362079887878,-5.92933759218912,-6.453311337558976,-6.179546005089999,-6.993352487509385,40.792203974061806,48.017279493479215,173.3583768150157,235.3612906209099,381.3506886862529,296.35919199571356,627.1060562900116,0.16796499812292234,14.480179,14.760293,14.036216,0.99939996,0.7151265107937235,-5.130376271254662,2.9252436359455416
6135778326174544640,197.21791553369587,-43.43868986434321,gaia_spectra_CenA06/gaia_xp_spectrum_6135778326174544640.dat,-3.9800391596021605,-4.118235747636788,-5.531126014800845,-5.840219790814824,-6.428749520087318,-6.255384354728623,-7.125227153069019,39.085499263280575,44.390935659240995,163.098664874382,216.81429680323532,372.8205201503169,317.7998895187262,708.0939132577029,0.12942720989543452,14.428577,14.763747,13.917987,0.98083353,0.835630779221858,2.17795344172694,5.964985335619465
6137281942684955008,197.45190357455886,-43.276920175170325,gaia_spectra_CenA06/gaia_xp_spectrum_6137281942684955008.dat,-3.97595121768829,-4.133610726039062,-5.694172021676494,-6.017491559749173,-6.713796991997021,-6.60088449524001,-7.465938308262477,38.93861383014865,45.02402225425016,189.52600518262864,255.26814586554548,484.75109279326443,436.87158484700944,969.1150170833782,0.06124787104172617,14.106664,14.471708,13.5736265,1.1162918,1.410675443339754,-17.816371189784046,-4.4701387450007015
