Filter,Median_ZP,MAD,STD_MAD,Mean_ZP,STD,Mean_Clipped,Median_Clipped,STD_Clipped,N_Stars,Min,Max,Q25,Q75
mag_F378,19.5927,0.0384,0.0569,19.5831,0.0613,19.5831,19.5927,0.0613,100,19.4535,19.7039,19.5427,19.6251
mag_F395,19.7073,0.0335,0.0497,19.7134,0.0596,19.7134,19.7073,0.0596,100,19.5418,19.8573,19.6783,19.7434
mag_F410,20.7111,0.0193,0.0286,20.7105,0.0296,20.7115,20.7114,0.0282,100,20.6147,20.7835,20.6918,20.7303
mag_F430,20.9314,0.0175,0.0259,20.9340,0.0245,20.9340,20.9314,0.0245,100,20.8756,20.9888,20.9151,20.9527
mag_F515,21.1081,0.0157,0.0233,21.1100,0.0222,21.1109,21.1084,0.0204,100,21.0210,21.1635,21.0950,21.1249
mag_F660,20.6565,0.0095,0.0141,20.6548,0.0148,20.6548,20.6565,0.0148,100,20.6174,20.6852,20.6448,20.6640
mag_F861,21.2409,0.0073,0.0109,21.2428,0.0114,21.2432,21.2409,0.0106,100,21.2006,21.2673,21.2359,21.2513
