Filter,Average_Median_ZP,Average_STD_MAD,N_Stars
mag_F378,19.534433333333332,0.04960416666666667,2400
mag_F395,19.626045833333333,0.05175,2400
mag_F410,20.617604166666666,0.022795833333333335,2400
mag_F430,20.807879166666666,0.022541666666666668,2400
mag_F515,21.000787499999998,0.017670833333333334,2400
mag_F660,20.556658333333335,0.013791666666666667,2400
mag_F861,21.15915,0.011229166666666667,2400
